# Grammatical Features
#Locale	ID	Feature	Usage	Values
Ukrainian	uk	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} день	<div class='cldr_example'><span class='cldr_substituted'>1</span> день</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> день</div>
Plural	few	{0} дні	<div class='cldr_example'><span class='cldr_substituted'>2</span> дні</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> дні</div>
Plural	many	{0} днів	<div class='cldr_example'><span class='cldr_substituted'>5</span> днів</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> днів</div>
Plural	other	{0} дня	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> дня</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> дня</div>
Case (for measurement units)	nominative	Є {0}	<div class='cldr_example'>Є <span class='cldr_substituted'>1 сантиметр</span></div><div class='cldr_example'>❌  Є <span class='cldr_substituted'>1 сантиметру</span></div>
Case (for measurement units)	accusative	Знайшли {0}	<div class='cldr_example'>Знайшли <span class='cldr_substituted'>1 сантиметр</span></div><div class='cldr_example'>❌  Знайшли <span class='cldr_substituted'>1 сантиметру</span></div>
Case (for measurement units)	genitive	Немає {0}	<div class='cldr_example'>Немає <span class='cldr_substituted'>1 сантиметра</span></div><div class='cldr_example'>❌  Немає <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	locative	Міститься в {0}	<div class='cldr_example'>Міститься в <span class='cldr_substituted'>1 сантиметрі</span></div><div class='cldr_example'>❌  Міститься в <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	dative	Це відповідає {0}	<div class='cldr_example'>Це відповідає <span class='cldr_substituted'>1 сантиметру</span></div><div class='cldr_example'>❌  Це відповідає <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	instrumental	Вимірюється не {0}	<div class='cldr_example'>Вимірюється не <span class='cldr_substituted'>1 сантиметром</span></div><div class='cldr_example'>❌  Вимірюється не <span class='cldr_substituted'>1 сантиметр</span></div>
Gender (for measurement units)	masculine	Цей {0}	<div class='cldr_example'>Цей <span class='cldr_substituted'>сантиметр</span></div><div class='cldr_example'>❌  Цей <span class='cldr_substituted'>година</span></div>
Gender (for measurement units)	feminine	Ця {0}	<div class='cldr_example'>Ця <span class='cldr_substituted'>година</span></div><div class='cldr_example'>❌  Ця <span class='cldr_substituted'>сантиметр</span></div>
Gender (for measurement units)	neuter	Це {0}	<div class='cldr_example'>Це <span class='cldr_substituted'>століття</span></div><div class='cldr_example'>❌  Це <span class='cldr_substituted'>година</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 5.0	Pattern for other	Case MP + pattern with 0.1
pressure	kilopascals	masculine	Цей кілопаскаль	nominative	{0} кілопаскаль	Є 21 кілопаскаль	{0} кілопаскалі	Є 3 кілопаскалі	{0} кілопаскалів	Є 5 кілопаскалів	{0} кілопаскаля	Є 0,1 кілопаскаля
pressure	kilopascals	masculine	Цей кілопаскаль	accusative	{0} кілопаскаль	Знайшли 21 кілопаскаль	{0} кілопаскалі	Знайшли 3 кілопаскалі	{0} кілопаскалів	Знайшли 5 кілопаскалів	{0} кілопаскаля	Знайшли 0,1 кілопаскаля
pressure	kilopascals	masculine	Цей кілопаскаль	genitive	{0} кілопаскаля	Немає 21 кілопаскаля	{0} кілопаскалів	Немає 3 кілопаскалів	{0} кілопаскалів	Немає 5 кілопаскалів	{0} кілопаскаля	Немає 0,1 кілопаскаля
pressure	kilopascals	masculine	Цей кілопаскаль	locative	{0} кілопаскалі	Міститься в 21 кілопаскалі	{0} кілопаскалях	Міститься в 3 кілопаскалях	{0} кілопаскалях	Міститься в 5 кілопаскалях	{0} кілопаскаля	Міститься в 0,1 кілопаскаля
pressure	kilopascals	masculine	Цей кілопаскаль	dative	{0} кілопаскалю	Це відповідає 21 кілопаскалю	{0} кілопаскалям	Це відповідає 3 кілопаскалям	{0} кілопаскалям	Це відповідає 5 кілопаскалям	{0} кілопаскаля	Це відповідає 0,1 кілопаскаля
pressure	kilopascals	masculine	Цей кілопаскаль	instrumental	{0} кілопаскалем	Вимірюється не 21 кілопаскалем	{0} кілопаскалями	Вимірюється не 3 кілопаскалями	{0} кілопаскалями	Вимірюється не 5 кілопаскалями	{0} кілопаскаля	Вимірюється не 0,1 кілопаскаля
pressure	bars	masculine	Цей бар	nominative	{0} бар	Є 21 бар	{0} бари	Є 3 бари	{0} барів	Є 5 барів	{0} бара	Є 0,1 бара
pressure	bars	masculine	Цей бар	accusative	{0} бар	Знайшли 21 бар	{0} бари	Знайшли 3 бари	{0} барів	Знайшли 5 барів	{0} бара	Знайшли 0,1 бара
pressure	bars	masculine	Цей бар	genitive	{0} бара	Немає 21 бара	{0} барів	Немає 3 барів	{0} барів	Немає 5 барів	{0} бара	Немає 0,1 бара
pressure	bars	masculine	Цей бар	locative	{0} барі	Міститься в 21 барі	{0} барах	Міститься в 3 барах	{0} барах	Міститься в 5 барах	{0} бара	Міститься в 0,1 бара
pressure	bars	masculine	Цей бар	dative	{0} бару	Це відповідає 21 бару	{0} барам	Це відповідає 3 барам	{0} барам	Це відповідає 5 барам	{0} бара	Це відповідає 0,1 бара
pressure	bars	masculine	Цей бар	instrumental	{0} баром	Вимірюється не 21 баром	{0} барами	Вимірюється не 3 барами	{0} барами	Вимірюється не 5 барами	{0} бара	Вимірюється не 0,1 бара
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ця атмосфера	nominative	{0} атмосфера	Є 21 атмосфера	{0} атмосфери	Є 3 атмосфери	{0} атмосфер	Є 5 атмосфер	{0} атмосфери	Є 0,1 атмосфери
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ця атмосфера	accusative	{0} атмосферу	Знайшли 21 атмосферу	{0} атмосфери	Знайшли 3 атмосфери	{0} атмосфер	Знайшли 5 атмосфер	{0} атмосфери	Знайшли 0,1 атмосфери
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ця атмосфера	genitive	{0} атмосфери	Немає 21 атмосфери	{0} атмосфер	Немає 3 атмосфер	{0} атмосфер	Немає 5 атмосфер	{0} атмосфери	Немає 0,1 атмосфери
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ця атмосфера	locative	{0} атмосфері	Міститься в 21 атмосфері	{0} атмосферах	Міститься в 3 атмосферах	{0} атмосферах	Міститься в 5 атмосферах	{0} атмосфери	Міститься в 0,1 атмосфери
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ця атмосфера	dative	{0} атмосфері	Це відповідає 21 атмосфері	{0} атмосферам	Це відповідає 3 атмосферам	{0} атмосферам	Це відповідає 5 атмосферам	{0} атмосфери	Це відповідає 0,1 атмосфери
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ця атмосфера	instrumental	{0} атмосферою	Вимірюється не 21 атмосферою	{0} атмосферами	Вимірюється не 3 атмосферами	{0} атмосферами	Вимірюється не 5 атмосферами	{0} атмосфери	Вимірюється не 0,1 атмосфери
pressure	megapascals	masculine	Цей мегапаскаль	nominative	{0} мегапаскаль	Є 21 мегапаскаль	{0} мегапаскалі	Є 3 мегапаскалі	{0} мегапаскалів	Є 5 мегапаскалів	{0} мегапаскаля	Є 0,1 мегапаскаля
pressure	megapascals	masculine	Цей мегапаскаль	accusative	{0} мегапаскаль	Знайшли 21 мегапаскаль	{0} мегапаскалі	Знайшли 3 мегапаскалі	{0} мегапаскалів	Знайшли 5 мегапаскалів	{0} мегапаскаля	Знайшли 0,1 мегапаскаля
pressure	megapascals	masculine	Цей мегапаскаль	genitive	{0} мегапаскаля	Немає 21 мегапаскаля	{0} мегапаскалів	Немає 3 мегапаскалів	{0} мегапаскалів	Немає 5 мегапаскалів	{0} мегапаскаля	Немає 0,1 мегапаскаля
pressure	megapascals	masculine	Цей мегапаскаль	locative	{0} мегапаскалі	Міститься в 21 мегапаскалі	{0} мегапаскалях	Міститься в 3 мегапаскалях	{0} мегапаскалях	Міститься в 5 мегапаскалях	{0} мегапаскаля	Міститься в 0,1 мегапаскаля
pressure	megapascals	masculine	Цей мегапаскаль	dative	{0} мегапаскалю	Це відповідає 21 мегапаскалю	{0} мегапаскалям	Це відповідає 3 мегапаскалям	{0} мегапаскалям	Це відповідає 5 мегапаскалям	{0} мегапаскаля	Це відповідає 0,1 мегапаскаля
pressure	megapascals	masculine	Цей мегапаскаль	instrumental	{0} мегапаскалем	Вимірюється не 21 мегапаскалем	{0} мегапаскалями	Вимірюється не 3 мегапаскалями	{0} мегапаскалями	Вимірюється не 5 мегапаскалями	{0} мегапаскаля	Вимірюється не 0,1 мегапаскаля
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	Цей піксель на сантиметр	nominative	{0} піксель на сантиметр	Є 21 піксель на сантиметр	{0} пікселі на сантиметр	Є 3 пікселі на сантиметр	{0} пікселів на сантиметр	Є 5 пікселів на сантиметр	{0} пікселя на сантиметр	Є 0,1 пікселя на сантиметр
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	Цей піксель на сантиметр	accusative	{0} піксель на сантиметр	Знайшли 21 піксель на сантиметр	{0} пікселі на сантиметр	Знайшли 3 пікселі на сантиметр	{0} пікселів на сантиметр	Знайшли 5 пікселів на сантиметр	{0} пікселя на сантиметр	Знайшли 0,1 пікселя на сантиметр
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	Цей піксель на сантиметр	genitive	{0} пікселя на сантиметр	Немає 21 пікселя на сантиметр	{0} пікселів на сантиметр	Немає 3 пікселів на сантиметр	{0} пікселів на сантиметр	Немає 5 пікселів на сантиметр	{0} пікселя на сантиметр	Немає 0,1 пікселя на сантиметр
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	Цей піксель на сантиметр	locative	{0} пікселі на сантиметр	Міститься в 21 пікселі на сантиметр	{0} пікселях на сантиметр	Міститься в 3 пікселях на сантиметр	{0} пікселях на сантиметр	Міститься в 5 пікселях на сантиметр	{0} пікселя на сантиметр	Міститься в 0,1 пікселя на сантиметр
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	Цей піксель на сантиметр	dative	{0} пікселю на сантиметр	Це відповідає 21 пікселю на сантиметр	{0} пікселям на сантиметр	Це відповідає 3 пікселям на сантиметр	{0} пікселям на сантиметр	Це відповідає 5 пікселям на сантиметр	{0} пікселя на сантиметр	Це відповідає 0,1 пікселя на сантиметр
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	Цей піксель на сантиметр	instrumental	{0} пікселем на сантиметр	Вимірюється не 21 пікселем на сантиметр	{0} пікселями на сантиметр	Вимірюється не 3 пікселями на сантиметр	{0} пікселями на сантиметр	Вимірюється не 5 пікселями на сантиметр	{0} пікселя на сантиметр	Вимірюється не 0,1 пікселя на сантиметр
