# Grammatical Features
#Locale	ID	Feature	Usage	Values
Czech	cs	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalGender	general	animate, inanimate, feminine, neuter
Czech	cs	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} den	<div class='cldr_example'><span class='cldr_substituted'>1</span> den</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> den</div>
Plural	few	{0} dny	<div class='cldr_example'><span class='cldr_substituted'>2</span> dny</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dny</div>
Plural	many	{0} dne	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> dne</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dne</div>
Plural	other	{0} dní	<div class='cldr_example'><span class='cldr_substituted'>5</span> dní</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dní</div>
Case (for measurement units)	nominative	Chybí ještě {0}.	<div class='cldr_example'>Chybí ještě <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div><div class='cldr_example'>❌  Chybí ještě <span class='cldr_substituted'>1 centimetru čtverečnímu</span>.</div>
Case (for measurement units)	accusative	Naměřili jsme {0}.	<div class='cldr_example'>Naměřili jsme <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div><div class='cldr_example'>❌  Naměřili jsme <span class='cldr_substituted'>1 centimetru čtverečnímu</span>.</div>
Case (for measurement units)	genitive	Bez {0} se obejdeme.	<div class='cldr_example'>Bez <span class='cldr_substituted'>10,0 centimetru čtverečního</span> se obejdeme.</div><div class='cldr_example'>❌  Bez <span class='cldr_substituted'>1 centimetr čtvereční</span> se obejdeme.</div>
Case (for measurement units)	locative	Po {0} se zastavil.	<div class='cldr_example'>Po <span class='cldr_substituted'>1 centimetru čtverečním</span> se zastavil.</div><div class='cldr_example'>❌  Po <span class='cldr_substituted'>1 centimetr čtvereční</span> se zastavil.</div>
Case (for measurement units)	dative	Díky {0} navíc to mohl stihnout.	<div class='cldr_example'>Díky <span class='cldr_substituted'>1 centimetru čtverečnímu</span> navíc to mohl stihnout.</div><div class='cldr_example'>❌  Díky <span class='cldr_substituted'>1 centimetr čtvereční</span> navíc to mohl stihnout.</div>
Case (for measurement units)	instrumental	Spokojíme se s {0}.	<div class='cldr_example'>Spokojíme se s <span class='cldr_substituted'>1 centimetrem čtverečním</span>.</div><div class='cldr_example'>❌  Spokojíme se s <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div>
Gender (for measurement units)	inanimate	Jeden {0} stál 135 Kč.	<div class='cldr_example'>Jeden <span class='cldr_substituted'>centimetr</span> stál 135 Kč.</div><div class='cldr_example'>❌  Jeden <span class='cldr_substituted'>hodina</span> stál 135 Kč.</div>
Gender (for measurement units)	feminine	Jedna {0} stála 135 Kč.	<div class='cldr_example'>Jedna <span class='cldr_substituted'>hodina</span> stála 135 Kč.</div><div class='cldr_example'>❌  Jedna <span class='cldr_substituted'>centimetr</span> stála 135 Kč.</div>
Gender (for measurement units)	neuter	Jedno {0} stálo 135 Kč.	<div class='cldr_example'>Jedno <span class='cldr_substituted'>století</span> stálo 135 Kč.</div><div class='cldr_example'>❌  Jedno <span class='cldr_substituted'>hodina</span> stálo 135 Kč.</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 0.1	Pattern for other	Case MP + pattern with 5.0
portion	karat • ( = 4.1˙6%)	inanimate	Jeden karát stál 135 Kč.	dative	{0} karátu	Díky 1 karátu navíc to mohl stihnout.	{0} karátům	Díky 3 karátům navíc to mohl stihnout.	{0} karátu	Díky 0,1 karátu navíc to mohl stihnout.	{0} karátům	Díky 5 karátům navíc to mohl stihnout.
portion	karat • ( = 4.1˙6%)	inanimate	Jeden karát stál 135 Kč.	instrumental	{0} karátem	Spokojíme se s 1 karátem.	{0} karáty	Spokojíme se s 3 karáty.	{0} karátu	Spokojíme se s 0,1 karátu.	{0} karáty	Spokojíme se s 5 karáty.
power	milliwatts	inanimate	Jeden miliwatt stál 135 Kč.	nominative	{0} miliwatt	Chybí ještě 1 miliwatt.	{0} miliwatty	Chybí ještě 3 miliwatty.	{0} miliwattu	Chybí ještě 0,1 miliwattu.	{0} miliwattů	Chybí ještě 5 miliwattů.
power	milliwatts	inanimate	Jeden miliwatt stál 135 Kč.	accusative	{0} miliwatt	Naměřili jsme 1 miliwatt.	{0} miliwatty	Naměřili jsme 3 miliwatty.	{0} miliwattu	Naměřili jsme 0,1 miliwattu.	{0} miliwattů	Naměřili jsme 5 miliwattů.
power	milliwatts	inanimate	Jeden miliwatt stál 135 Kč.	genitive	{0} miliwattu	Bez 1 miliwattu se obejdeme.	{0} miliwattů	Bez 3 miliwattů se obejdeme.	{0} miliwattu	Bez 0,1 miliwattu se obejdeme.	{0} miliwattů	Bez 5 miliwattů se obejdeme.
power	milliwatts	inanimate	Jeden miliwatt stál 135 Kč.	locative	{0} miliwattu	Po 1 miliwattu se zastavil.	{0} miliwattech	Po 3 miliwattech se zastavil.	{0} miliwattu	Po 0,1 miliwattu se zastavil.	{0} miliwattů	Po 5 miliwattů se zastavil.
power	milliwatts	inanimate	Jeden miliwatt stál 135 Kč.	dative	{0} miliwattu	Díky 1 miliwattu navíc to mohl stihnout.	{0} miliwattům	Díky 3 miliwattům navíc to mohl stihnout.	{0} miliwattu	Díky 0,1 miliwattu navíc to mohl stihnout.	{0} miliwattům	Díky 5 miliwattům navíc to mohl stihnout.
power	milliwatts	inanimate	Jeden miliwatt stál 135 Kč.	instrumental	{0} miliwattem	Spokojíme se s 1 miliwattem.	{0} miliwatty	Spokojíme se s 3 miliwatty.	{0} miliwattu	Spokojíme se s 0,1 miliwattu.	{0} miliwattů	Spokojíme se s 5 miliwattů.
power	watts	inanimate	Jeden watt stál 135 Kč.	nominative	{0} watt	Chybí ještě 1 watt.	{0} watty	Chybí ještě 3 watty.	{0} wattu	Chybí ještě 0,1 wattu.	{0} wattů	Chybí ještě 5 wattů.
power	watts	inanimate	Jeden watt stál 135 Kč.	accusative	{0} watt	Naměřili jsme 1 watt.	{0} watty	Naměřili jsme 3 watty.	{0} wattu	Naměřili jsme 0,1 wattu.	{0} wattů	Naměřili jsme 5 wattů.
power	watts	inanimate	Jeden watt stál 135 Kč.	genitive	{0} wattu	Bez 1 wattu se obejdeme.	{0} wattů	Bez 3 wattů se obejdeme.	{0} wattu	Bez 0,1 wattu se obejdeme.	{0} wattů	Bez 5 wattů se obejdeme.
power	watts	inanimate	Jeden watt stál 135 Kč.	locative	{0} wattu	Po 1 wattu se zastavil.	{0} wattech	Po 3 wattech se zastavil.	{0} wattu	Po 0,1 wattu se zastavil.	{0} wattech	Po 5 wattech se zastavil.
power	watts	inanimate	Jeden watt stál 135 Kč.	dative	{0} wattu	Díky 1 wattu navíc to mohl stihnout.	{0} wattům	Díky 3 wattům navíc to mohl stihnout.	{0} wattu	Díky 0,1 wattu navíc to mohl stihnout.	{0} wattům	Díky 5 wattům navíc to mohl stihnout.
power	watts	inanimate	Jeden watt stál 135 Kč.	instrumental	{0} wattem	Spokojíme se s 1 wattem.	{0} watty	Spokojíme se s 3 watty.	{0} wattu	Spokojíme se s 0,1 wattu.	{0} watty	Spokojíme se s 5 watty.
power	kilowatts	inanimate	Jeden kilowatt stál 135 Kč.	nominative	{0} kilowatt	Chybí ještě 1 kilowatt.	{0} kilowatty	Chybí ještě 3 kilowatty.	{0} kilowattu	Chybí ještě 0,1 kilowattu.	{0} kilowattů	Chybí ještě 5 kilowattů.
power	kilowatts	inanimate	Jeden kilowatt stál 135 Kč.	accusative	{0} kilowatt	Naměřili jsme 1 kilowatt.	{0} kilowatty	Naměřili jsme 3 kilowatty.	{0} kilowattu	Naměřili jsme 0,1 kilowattu.	{0} kilowattů	Naměřili jsme 5 kilowattů.
power	kilowatts	inanimate	Jeden kilowatt stál 135 Kč.	genitive	{0} kilowattu	Bez 1 kilowattu se obejdeme.	{0} kilowattů	Bez 3 kilowattů se obejdeme.	{0} kilowattu	Bez 0,1 kilowattu se obejdeme.	{0} kilowattů	Bez 5 kilowattů se obejdeme.
power	kilowatts	inanimate	Jeden kilowatt stál 135 Kč.	locative	{0} kilowattu	Po 1 kilowattu se zastavil.	{0} kilowattech	Po 3 kilowattech se zastavil.	{0} kilowattu	Po 0,1 kilowattu se zastavil.	{0} kilowattech	Po 5 kilowattech se zastavil.
power	kilowatts	inanimate	Jeden kilowatt stál 135 Kč.	dative	{0} kilowattu	Díky 1 kilowattu navíc to mohl stihnout.	{0} kilowattům	Díky 3 kilowattům navíc to mohl stihnout.	{0} kilowattu	Díky 0,1 kilowattu navíc to mohl stihnout.	{0} kilowattům	Díky 5 kilowattům navíc to mohl stihnout.
power	kilowatts	inanimate	Jeden kilowatt stál 135 Kč.	instrumental	{0} kilowattem	Spokojíme se s 1 kilowattem.	{0} kilowatty	Spokojíme se s 3 kilowatty.	{0} kilowattu	Spokojíme se s 0,1 kilowattu.	{0} kilowatty	Spokojíme se s 5 kilowatty.
power	megawatts	inanimate	Jeden megawatt stál 135 Kč.	nominative	{0} megawatt	Chybí ještě 1 megawatt.	{0} megawatty	Chybí ještě 3 megawatty.	{0} megawattu	Chybí ještě 0,1 megawattu.	{0} megawattů	Chybí ještě 5 megawattů.
power	megawatts	inanimate	Jeden megawatt stál 135 Kč.	accusative	{0} megawatt	Naměřili jsme 1 megawatt.	{0} megawatty	Naměřili jsme 3 megawatty.	{0} megawattu	Naměřili jsme 0,1 megawattu.	{0} megawattů	Naměřili jsme 5 megawattů.
power	megawatts	inanimate	Jeden megawatt stál 135 Kč.	genitive	{0} megawattu	Bez 1 megawattu se obejdeme.	{0} megawattů	Bez 3 megawattů se obejdeme.	{0} megawattu	Bez 0,1 megawattu se obejdeme.	{0} megawattů	Bez 5 megawattů se obejdeme.
power	megawatts	inanimate	Jeden megawatt stál 135 Kč.	locative	{0} megawattu	Po 1 megawattu se zastavil.	{0} megawattech	Po 3 megawattech se zastavil.	{0} megawattu	Po 0,1 megawattu se zastavil.	{0} megawattech	Po 5 megawattech se zastavil.
power	megawatts	inanimate	Jeden megawatt stál 135 Kč.	dative	{0} megawattu	Díky 1 megawattu navíc to mohl stihnout.	{0} megawattům	Díky 3 megawattům navíc to mohl stihnout.	{0} megawattu	Díky 0,1 megawattu navíc to mohl stihnout.	{0} megawattům	Díky 5 megawattům navíc to mohl stihnout.
power	megawatts	inanimate	Jeden megawatt stál 135 Kč.	instrumental	{0} megawattem	Spokojíme se s 1 megawattem.	{0} megawatty	Spokojíme se s 3 megawatty.	{0} megawattu	Spokojíme se s 0,1 megawattu.	{0} megawatty	Spokojíme se s 5 megawatty.
power	gigawatts	inanimate	Jeden gigawatt stál 135 Kč.	nominative	{0} gigawatt	Chybí ještě 1 gigawatt.	{0} gigawatty	Chybí ještě 3 gigawatty.	{0} gigawattu	Chybí ještě 0,1 gigawattu.	{0} gigawattů	Chybí ještě 5 gigawattů.
power	gigawatts	inanimate	Jeden gigawatt stál 135 Kč.	accusative	{0} gigawatt	Naměřili jsme 1 gigawatt.	{0} gigawatty	Naměřili jsme 3 gigawatty.	{0} gigawattu	Naměřili jsme 0,1 gigawattu.	{0} gigawattů	Naměřili jsme 5 gigawattů.
power	gigawatts	inanimate	Jeden gigawatt stál 135 Kč.	genitive	{0} gigawattu	Bez 1 gigawattu se obejdeme.	{0} gigawattů	Bez 3 gigawattů se obejdeme.	{0} gigawattu	Bez 0,1 gigawattu se obejdeme.	{0} gigawattů	Bez 5 gigawattů se obejdeme.
power	gigawatts	inanimate	Jeden gigawatt stál 135 Kč.	locative	{0} gigawattu	Po 1 gigawattu se zastavil.	{0} gigawattech	Po 3 gigawattech se zastavil.	{0} gigawattu	Po 0,1 gigawattu se zastavil.	{0} gigawattech	Po 5 gigawattech se zastavil.
power	gigawatts	inanimate	Jeden gigawatt stál 135 Kč.	dative	{0} gigawattu	Díky 1 gigawattu navíc to mohl stihnout.	{0} gigawattům	Díky 3 gigawattům navíc to mohl stihnout.	{0} gigawattu	Díky 0,1 gigawattu navíc to mohl stihnout.	{0} gigawattům	Díky 5 gigawattům navíc to mohl stihnout.
power	gigawatts	inanimate	Jeden gigawatt stál 135 Kč.	instrumental	{0} gigawattem	Spokojíme se s 1 gigawattem.	{0} gigawatty	Spokojíme se s 3 gigawatty.	{0} gigawattu	Spokojíme se s 0,1 gigawattu.	{0} gigawatty	Spokojíme se s 5 gigawatty.
pressure	pascals	inanimate	Jeden pascal stál 135 Kč.	nominative	{0} pascal	Chybí ještě 1 pascal.	{0} pascaly	Chybí ještě 3 pascaly.	{0} pascalu	Chybí ještě 0,1 pascalu.	{0} pascalů	Chybí ještě 5 pascalů.
pressure	pascals	inanimate	Jeden pascal stál 135 Kč.	accusative	{0} pascal	Naměřili jsme 1 pascal.	{0} pascaly	Naměřili jsme 3 pascaly.	{0} pascalu	Naměřili jsme 0,1 pascalu.	{0} pascalů	Naměřili jsme 5 pascalů.
pressure	pascals	inanimate	Jeden pascal stál 135 Kč.	genitive	{0} pascalu	Bez 1 pascalu se obejdeme.	{0} pascalů	Bez 3 pascalů se obejdeme.	{0} pascalu	Bez 0,1 pascalu se obejdeme.	{0} pascalů	Bez 5 pascalů se obejdeme.
pressure	pascals	inanimate	Jeden pascal stál 135 Kč.	locative	{0} pascalu	Po 1 pascalu se zastavil.	{0} pascalech	Po 3 pascalech se zastavil.	{0} pascalu	Po 0,1 pascalu se zastavil.	{0} pascalech	Po 5 pascalech se zastavil.
pressure	pascals	inanimate	Jeden pascal stál 135 Kč.	dative	{0} pascalu	Díky 1 pascalu navíc to mohl stihnout.	{0} pascalům	Díky 3 pascalům navíc to mohl stihnout.	{0} pascalu	Díky 0,1 pascalu navíc to mohl stihnout.	{0} pascalům	Díky 5 pascalům navíc to mohl stihnout.
pressure	pascals	inanimate	Jeden pascal stál 135 Kč.	instrumental	{0} pascalem	Spokojíme se s 1 pascalem.	{0} pascaly	Spokojíme se s 3 pascaly.	{0} pascalu	Spokojíme se s 0,1 pascalu.	{0} pascaly	Spokojíme se s 5 pascaly.
pressure	hectopascal • ( = 1 mbar)	inanimate	Jeden hektopascal stál 135 Kč.	nominative	{0} hektopascal	Chybí ještě 1 hektopascal.	{0} hektopascaly	Chybí ještě 3 hektopascaly.	{0} hektopascalu	Chybí ještě 0,1 hektopascalu.	{0} hektopascalů	Chybí ještě 5 hektopascalů.
pressure	hectopascal • ( = 1 mbar)	inanimate	Jeden hektopascal stál 135 Kč.	accusative	{0} hektopascal	Naměřili jsme 1 hektopascal.	{0} hektopascaly	Naměřili jsme 3 hektopascaly.	{0} hektopascalu	Naměřili jsme 0,1 hektopascalu.	{0} hektopascalů	Naměřili jsme 5 hektopascalů.
pressure	hectopascal • ( = 1 mbar)	inanimate	Jeden hektopascal stál 135 Kč.	genitive	{0} hektopascalu	Bez 1 hektopascalu se obejdeme.	{0} hektopascalů	Bez 3 hektopascalů se obejdeme.	{0} hektopascalu	Bez 0,1 hektopascalu se obejdeme.	{0} hektopascalů	Bez 5 hektopascalů se obejdeme.
pressure	hectopascal • ( = 1 mbar)	inanimate	Jeden hektopascal stál 135 Kč.	locative	{0} hektopascalu	Po 1 hektopascalu se zastavil.	{0} hektopascalech	Po 3 hektopascalech se zastavil.	{0} hektopascalu	Po 0,1 hektopascalu se zastavil.	{0} hektopascalech	Po 5 hektopascalech se zastavil.
pressure	hectopascal • ( = 1 mbar)	inanimate	Jeden hektopascal stál 135 Kč.	dative	{0} hektopascalu	Díky 1 hektopascalu navíc to mohl stihnout.	{0} hektopascalům	Díky 3 hektopascalům navíc to mohl stihnout.	{0} hektopascalu	Díky 0,1 hektopascalu navíc to mohl stihnout.	{0} hektopascalům	Díky 5 hektopascalům navíc to mohl stihnout.
pressure	hectopascal • ( = 1 mbar)	inanimate	Jeden hektopascal stál 135 Kč.	instrumental	{0} hektopascalem	Spokojíme se s 1 hektopascalem.	{0} hektopascaly	Spokojíme se s 3 hektopascaly.	{0} hektopascalu	Spokojíme se s 0,1 hektopascalu.	{0} hektopascaly	Spokojíme se s 5 hektopascaly.
pressure	millibars	inanimate	Jeden milibar stál 135 Kč.	nominative	{0} milibar	Chybí ještě 1 milibar.	{0} milibary	Chybí ještě 3 milibary.	{0} milibaru	Chybí ještě 0,1 milibaru.	{0} milibarů	Chybí ještě 5 milibarů.
pressure	millibars	inanimate	Jeden milibar stál 135 Kč.	accusative	{0} milibar	Naměřili jsme 1 milibar.	{0} milibary	Naměřili jsme 3 milibary.	{0} milibaru	Naměřili jsme 0,1 milibaru.	{0} milibarů	Naměřili jsme 5 milibarů.
pressure	millibars	inanimate	Jeden milibar stál 135 Kč.	genitive	{0} milibaru	Bez 1 milibaru se obejdeme.	{0} milibarů	Bez 3 milibarů se obejdeme.	{0} milibaru	Bez 0,1 milibaru se obejdeme.	{0} milibarů	Bez 5 milibarů se obejdeme.
pressure	millibars	inanimate	Jeden milibar stál 135 Kč.	locative	{0} milibaru	Po 1 milibaru se zastavil.	{0} milibarech	Po 3 milibarech se zastavil.	{0} milibaru	Po 0,1 milibaru se zastavil.	{0} milibarech	Po 5 milibarech se zastavil.
pressure	millibars	inanimate	Jeden milibar stál 135 Kč.	dative	{0} milibaru	Díky 1 milibaru navíc to mohl stihnout.	{0} milibarům	Díky 3 milibarům navíc to mohl stihnout.	{0} milibaru	Díky 0,1 milibaru navíc to mohl stihnout.	{0} milibarům	Díky 5 milibarům navíc to mohl stihnout.
pressure	millibars	inanimate	Jeden milibar stál 135 Kč.	instrumental	{0} milibarem	Spokojíme se s 1 milibarem.	{0} milibary	Spokojíme se s 3 milibary.	{0} milibaru	Spokojíme se s 0,1 milibaru.	{0} milibary	Spokojíme se s 5 milibary.
pressure	kilopascals	inanimate	Jeden kilopascal stál 135 Kč.	nominative	{0} kilopascal	Chybí ještě 1 kilopascal.	{0} kilopascaly	Chybí ještě 3 kilopascaly.	{0} kilopascalu	Chybí ještě 0,1 kilopascalu.	{0} kilopascalů	Chybí ještě 5 kilopascalů.
pressure	kilopascals	inanimate	Jeden kilopascal stál 135 Kč.	accusative	{0} kilopascal	Naměřili jsme 1 kilopascal.	{0} kilopascaly	Naměřili jsme 3 kilopascaly.	{0} kilopascalu	Naměřili jsme 0,1 kilopascalu.	{0} kilopascalů	Naměřili jsme 5 kilopascalů.
pressure	kilopascals	inanimate	Jeden kilopascal stál 135 Kč.	genitive	{0} kilopascalu	Bez 1 kilopascalu se obejdeme.	{0} kilopascalů	Bez 3 kilopascalů se obejdeme.	{0} kilopascalu	Bez 0,1 kilopascalu se obejdeme.	{0} kilopascalů	Bez 5 kilopascalů se obejdeme.
pressure	kilopascals	inanimate	Jeden kilopascal stál 135 Kč.	locative	{0} kilopascalu	Po 1 kilopascalu se zastavil.	{0} kilopascalech	Po 3 kilopascalech se zastavil.	{0} kilopascalu	Po 0,1 kilopascalu se zastavil.	{0} kilopascalech	Po 5 kilopascalech se zastavil.
pressure	kilopascals	inanimate	Jeden kilopascal stál 135 Kč.	dative	{0} kilopascalu	Díky 1 kilopascalu navíc to mohl stihnout.	{0} kilopascalům	Díky 3 kilopascalům navíc to mohl stihnout.	{0} kilopascalu	Díky 0,1 kilopascalu navíc to mohl stihnout.	{0} kilopascalům	Díky 5 kilopascalům navíc to mohl stihnout.
pressure	kilopascals	inanimate	Jeden kilopascal stál 135 Kč.	instrumental	{0} kilopascalem	Spokojíme se s 1 kilopascalem.	{0} kilopascaly	Spokojíme se s 3 kilopascaly.	{0} kilopascalu	Spokojíme se s 0,1 kilopascalu.	{0} kilopascaly	Spokojíme se s 5 kilopascaly.
pressure	bars	inanimate	Jeden bar stál 135 Kč.	nominative	{0} bar	Chybí ještě 1 bar.	{0} bary	Chybí ještě 3 bary.	{0} baru	Chybí ještě 0,1 baru.	{0} barů	Chybí ještě 5 barů.
pressure	bars	inanimate	Jeden bar stál 135 Kč.	accusative	{0} bar	Naměřili jsme 1 bar.	{0} bary	Naměřili jsme 3 bary.	{0} baru	Naměřili jsme 0,1 baru.	{0} barů	Naměřili jsme 5 barů.
pressure	bars	inanimate	Jeden bar stál 135 Kč.	genitive	{0} baru	Bez 1 baru se obejdeme.	{0} barů	Bez 3 barů se obejdeme.	{0} baru	Bez 0,1 baru se obejdeme.	{0} barů	Bez 5 barů se obejdeme.
pressure	bars	inanimate	Jeden bar stál 135 Kč.	locative	{0} baru	Po 1 baru se zastavil.	{0} barech	Po 3 barech se zastavil.	{0} baru	Po 0,1 baru se zastavil.	{0} barech	Po 5 barech se zastavil.
pressure	bars	inanimate	Jeden bar stál 135 Kč.	dative	{0} baru	Díky 1 baru navíc to mohl stihnout.	{0} barům	Díky 3 barům navíc to mohl stihnout.	{0} baru	Díky 0,1 baru navíc to mohl stihnout.	{0} barům	Díky 5 barům navíc to mohl stihnout.
pressure	bars	inanimate	Jeden bar stál 135 Kč.	instrumental	{0} barem	Spokojíme se s 1 barem.	{0} bary	Spokojíme se s 3 bary.	{0} baru	Spokojíme se s 0,1 baru.	{0} bary	Spokojíme se s 5 bary.
pressure	atmosphere • ( = 1.01325 bar)	feminine	Jedna atmosféra stála 135 Kč.	nominative	{0} atmosféra	Chybí ještě 1 atmosféra.	{0} atmosféry	Chybí ještě 3 atmosféry.	{0} atmosféry	Chybí ještě 0,1 atmosféry.	{0} atmosfér	Chybí ještě 5 atmosfér.
pressure	atmosphere • ( = 1.01325 bar)	feminine	Jedna atmosféra stála 135 Kč.	accusative	{0} atmosféru	Naměřili jsme 1 atmosféru.	{0} atmosféry	Naměřili jsme 3 atmosféry.	{0} atmosféry	Naměřili jsme 0,1 atmosféry.	{0} atmosfér	Naměřili jsme 5 atmosfér.
pressure	atmosphere • ( = 1.01325 bar)	feminine	Jedna atmosféra stála 135 Kč.	genitive	{0} atmosféry	Bez 1 atmosféry se obejdeme.	{0} atmosfér	Bez 3 atmosfér se obejdeme.	{0} atmosféry	Bez 0,1 atmosféry se obejdeme.	{0} atmosfér	Bez 5 atmosfér se obejdeme.
pressure	atmosphere • ( = 1.01325 bar)	feminine	Jedna atmosféra stála 135 Kč.	locative	{0} atmosféře	Po 1 atmosféře se zastavil.	{0} atmosférách	Po 3 atmosférách se zastavil.	{0} atmosféry	Po 0,1 atmosféry se zastavil.	{0} atmosférách	Po 5 atmosférách se zastavil.
pressure	atmosphere • ( = 1.01325 bar)	feminine	Jedna atmosféra stála 135 Kč.	dative	{0} atmosféře	Díky 1 atmosféře navíc to mohl stihnout.	{0} atmosférám	Díky 3 atmosférám navíc to mohl stihnout.	{0} atmosféry	Díky 0,1 atmosféry navíc to mohl stihnout.	{0} atmosférám	Díky 5 atmosférám navíc to mohl stihnout.
pressure	atmosphere • ( = 1.01325 bar)	feminine	Jedna atmosféra stála 135 Kč.	instrumental	{0} atmosférou	Spokojíme se s 1 atmosférou.	{0} atmosférami	Spokojíme se s 3 atmosférami.	{0} atmosféry	Spokojíme se s 0,1 atmosféry.	{0} atmosférami	Spokojíme se s 5 atmosférami.
pressure	megapascals	inanimate	Jeden megapascal stál 135 Kč.	nominative	{0} megapascal	Chybí ještě 1 megapascal.	{0} megapascaly	Chybí ještě 3 megapascaly.	{0} megapascalu	Chybí ještě 0,1 megapascalu.	{0} megapascalů	Chybí ještě 5 megapascalů.
pressure	megapascals	inanimate	Jeden megapascal stál 135 Kč.	accusative	{0} megapascal	Naměřili jsme 1 megapascal.	{0} megapascaly	Naměřili jsme 3 megapascaly.	{0} megapascalu	Naměřili jsme 0,1 megapascalu.	{0} megapascalů	Naměřili jsme 5 megapascalů.
pressure	megapascals	inanimate	Jeden megapascal stál 135 Kč.	genitive	{0} megapascalu	Bez 1 megapascalu se obejdeme.	{0} megapascalů	Bez 3 megapascalů se obejdeme.	{0} megapascalu	Bez 0,1 megapascalu se obejdeme.	{0} megapascalů	Bez 5 megapascalů se obejdeme.
pressure	megapascals	inanimate	Jeden megapascal stál 135 Kč.	locative	{0} megapascalu	Po 1 megapascalu se zastavil.	{0} megapascalech	Po 3 megapascalech se zastavil.	{0} megapascalu	Po 0,1 megapascalu se zastavil.	{0} megapascalech	Po 5 megapascalech se zastavil.
pressure	megapascals	inanimate	Jeden megapascal stál 135 Kč.	dative	{0} megapascalu	Díky 1 megapascalu navíc to mohl stihnout.	{0} megapascalům	Díky 3 megapascalům navíc to mohl stihnout.	{0} megapascalu	Díky 0,1 megapascalu navíc to mohl stihnout.	{0} megapascalům	Díky 5 megapascalům navíc to mohl stihnout.
pressure	megapascals	inanimate	Jeden megapascal stál 135 Kč.	instrumental	{0} megapascalem	Spokojíme se s 1 megapascalem.	{0} megapascaly	Spokojíme se s 3 megapascaly.	{0} megapascalu	Spokojíme se s 0,1 megapascalu.	{0} megapascaly	Spokojíme se s 5 megapascaly.
resolution	pixel-per-centimeter • ( = 1 dpcm)	inanimate	Jeden pixel na centimetr stál 135 Kč.	nominative	{0} pixel na centimetr	Chybí ještě 1 pixel na centimetr.	{0} pixely na centimetr	Chybí ještě 3 pixely na centimetr.	{0} pixelu na centimetr	Chybí ještě 0,1 pixelu na centimetr.	{0} pixelů na centimetr	Chybí ještě 5 pixelů na centimetr.
resolution	pixel-per-centimeter • ( = 1 dpcm)	inanimate	Jeden pixel na centimetr stál 135 Kč.	accusative	{0} pixel na centimetr	Naměřili jsme 1 pixel na centimetr.	{0} pixely na centimetr	Naměřili jsme 3 pixely na centimetr.	{0} pixelu na centimetr	Naměřili jsme 0,1 pixelu na centimetr.	{0} pixelů na centimetr	Naměřili jsme 5 pixelů na centimetr.
resolution	pixel-per-centimeter • ( = 1 dpcm)	inanimate	Jeden pixel na centimetr stál 135 Kč.	genitive	{0} pixelu na centimetr	Bez 1 pixelu na centimetr se obejdeme.	{0} pixelů na centimetr	Bez 3 pixelů na centimetr se obejdeme.	{0} pixelu na centimetr	Bez 0,1 pixelu na centimetr se obejdeme.	{0} pixelů na centimetr	Bez 5 pixelů na centimetr se obejdeme.
resolution	pixel-per-centimeter • ( = 1 dpcm)	inanimate	Jeden pixel na centimetr stál 135 Kč.	locative	{0} pixelu na centimetr	Po 1 pixelu na centimetr se zastavil.	{0} pixelech na centimetr	Po 3 pixelech na centimetr se zastavil.	{0} pixelu na centimetr	Po 0,1 pixelu na centimetr se zastavil.	{0} pixelech na centimetr	Po 5 pixelech na centimetr se zastavil.
resolution	pixel-per-centimeter • ( = 1 dpcm)	inanimate	Jeden pixel na centimetr stál 135 Kč.	dative	{0} pixelu na centimetr	Díky 1 pixelu na centimetr navíc to mohl stihnout.	{0} pixelům na centimetr	Díky 3 pixelům na centimetr navíc to mohl stihnout.	{0} pixelu na centimetr	Díky 0,1 pixelu na centimetr navíc to mohl stihnout.	{0} pixelům na centimetr	Díky 5 pixelům na centimetr navíc to mohl stihnout.
resolution	pixel-per-centimeter • ( = 1 dpcm)	inanimate	Jeden pixel na centimetr stál 135 Kč.	instrumental	{0} pixelem na centimetr	Spokojíme se s 1 pixelem na centimetr.	{0} pixely na centimetr	Spokojíme se s 3 pixely na centimetr.	{0} pixelu na centimetr	Spokojíme se s 0,1 pixelu na centimetr.	{0} pixely na centimetr	Spokojíme se s 5 pixely na centimetr.
