# Grammatical Features
#Locale	ID	Feature	Usage	Values
Latvian	lv	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative
Latvian	lv	grammaticalCase	units	nominative, accusative, genitive, locative, dative
Latvian	lv	grammaticalGender	general	masculine, feminine

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	zero	{0} diennakšu	<div class='cldr_example'><span class='cldr_substituted'>10</span> diennakšu</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> diennakšu</div>
Plural	one	{0} diennakts	<div class='cldr_example'><span class='cldr_substituted'>1</span> diennakts</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> diennakts</div>
Plural	other	{0} diennaktis	<div class='cldr_example'><span class='cldr_substituted'>2</span> diennaktis</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> diennaktis</div>
Case (for measurement units)	nominative	pagājusi {0}	<div class='cldr_example'>pagājusi <span class='cldr_substituted'>1 megapikselis</span></div><div class='cldr_example'>❌  pagājusi <span class='cldr_substituted'>1 megapikseli</span></div>
Case (for measurement units)	accusative	palikt {0}	<div class='cldr_example'>palikt <span class='cldr_substituted'>1 megapikseli</span></div><div class='cldr_example'>❌  palikt <span class='cldr_substituted'>1 megapikselim</span></div>
Case (for measurement units)	genitive	{0} brauciens	<div class='cldr_example'><span class='cldr_substituted'>10 MP</span> brauciens</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 megapikseli</span> brauciens</div>
Case (for measurement units)	locative	izdarīts {0}	<div class='cldr_example'>izdarīts <span class='cldr_substituted'>1 megapikselī</span></div><div class='cldr_example'>❌  izdarīts <span class='cldr_substituted'>1 megapikseli</span></div>
Case (for measurement units)	dative	pietiks {0}	<div class='cldr_example'>pietiks <span class='cldr_substituted'>1 megapikselim</span></div><div class='cldr_example'>❌  pietiks <span class='cldr_substituted'>1 megapikseli</span></div>
Gender (for measurement units)	masculine	viens {0}	<div class='cldr_example'>viens <span class='cldr_substituted'>mēnesis</span></div><div class='cldr_example'>❌  viens <span class='cldr_substituted'>diena</span></div>
Gender (for measurement units)	feminine	gara {0}	<div class='cldr_example'>gara <span class='cldr_substituted'>diena</span></div><div class='cldr_example'>❌  gara <span class='cldr_substituted'>mēnesis</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for zero	Case MP + pattern with 10.0	Pattern for one	Case MP + pattern with 21.0	Pattern for other	Case MP + pattern with 3.0
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	locative	{0} mērglāzīšu	izdarīts 10 mērglāzīšu	{0} mērglāzīte	izdarīts 21 mērglāzīte	{0} mērglāzītes	izdarīts 3 mērglāzītes
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	dative	{0} mērglāzīšu	pietiks 10 mērglāzīšu	{0} mērglāzīte	pietiks 21 mērglāzīte	{0} mērglāzītes	pietiks 3 mērglāzītes
volume	deciliter • ( = 10 cL)	masculine	viens decilitrs	nominative	{0} decilitru	pagājusi 10 decilitru	{0} decilitrs	pagājusi 21 decilitrs	{0} decilitri	pagājusi 3 decilitri
volume	deciliter • ( = 10 cL)	masculine	viens decilitrs	accusative	{0} decilitru	palikt 10 decilitru	{0} decilitru	palikt 21 decilitru	{0} decilitrus	palikt 3 decilitrus
volume	deciliter • ( = 10 cL)	masculine	viens decilitrs	genitive	{0} decilitru	10 decilitru brauciens	{0} decilitra	21 decilitra brauciens	{0} decilitru	3 decilitru brauciens
volume	deciliter • ( = 10 cL)	masculine	viens decilitrs	locative	{0} decilitru	izdarīts 10 decilitru	{0} decilitrā	izdarīts 21 decilitrā	{0} decilitros	izdarīts 3 decilitros
volume	deciliter • ( = 10 cL)	masculine	viens decilitrs	dative	{0} decilitru	pietiks 10 decilitru	{0} decilitram	pietiks 21 decilitram	{0} decilitriem	pietiks 3 decilitriem
volume	cup • ( = 23.65882365 cL)	n/a	n/a	nominative	{0} glāžu	pagājusi 10 glāžu	{0} glāze	pagājusi 21 glāze	{0} glāzes	pagājusi 3 glāzes
volume	cup • ( = 23.65882365 cL)	n/a	n/a	accusative	{0} glāžu	palikt 10 glāžu	{0} glāze	palikt 21 glāze	{0} glāzes	palikt 3 glāzes
volume	cup • ( = 23.65882365 cL)	n/a	n/a	genitive	{0} glāžu	10 glāžu brauciens	{0} glāze	21 glāze brauciens	{0} glāzes	3 glāzes brauciens
volume	cup • ( = 23.65882365 cL)	n/a	n/a	locative	{0} glāžu	izdarīts 10 glāžu	{0} glāze	izdarīts 21 glāze	{0} glāzes	izdarīts 3 glāzes
volume	cup • ( = 23.65882365 cL)	n/a	n/a	dative	{0} glāžu	pietiks 10 glāžu	{0} glāze	pietiks 21 glāze	{0} glāzes	pietiks 3 glāzes
volume	cup-metric • ( = 25 cL)	feminine	gara metriskā glāze	nominative	{0} metrisko glāžu	pagājusi 10 metrisko glāžu	{0} metriskā glāze	pagājusi 21 metriskā glāze	{0} metriskās glāzes	pagājusi 3 metriskās glāzes
volume	cup-metric • ( = 25 cL)	feminine	gara metriskā glāze	accusative	{0} metrisko glāžu	palikt 10 metrisko glāžu	{0} metrisko glāzi	palikt 21 metrisko glāzi	{0} metriskās glāzes	palikt 3 metriskās glāzes
volume	cup-metric • ( = 25 cL)	feminine	gara metriskā glāze	genitive	{0} metrisko glāžu	10 metrisko glāžu brauciens	{0} metriskās glāzes	21 metriskās glāzes brauciens	{0} metrisko glāžu	3 metrisko glāžu brauciens
volume	cup-metric • ( = 25 cL)	feminine	gara metriskā glāze	locative	{0} metrisko glāžu	izdarīts 10 metrisko glāžu	{0} metriskajā glāzē	izdarīts 21 metriskajā glāzē	{0} metriskajās glāzēs	izdarīts 3 metriskajās glāzēs
volume	cup-metric • ( = 25 cL)	feminine	gara metriskā glāze	dative	{0} metrisko glāžu	pietiks 10 metrisko glāžu	{0} metriskajai glāzei	pietiks 21 metriskajai glāzei	{0} metriskajām glāzēm	pietiks 3 metriskajām glāzēm
volume	pint • ( = 47.3176473 cL)	n/a	n/a	nominative	{0} pinšu	pagājusi 10 pinšu	{0} pinte	pagājusi 21 pinte	{0} pintes	pagājusi 3 pintes
volume	pint • ( = 47.3176473 cL)	n/a	n/a	accusative	{0} pinšu	palikt 10 pinšu	{0} pinte	palikt 21 pinte	{0} pintes	palikt 3 pintes
volume	pint • ( = 47.3176473 cL)	n/a	n/a	genitive	{0} pinšu	10 pinšu brauciens	{0} pinte	21 pinte brauciens	{0} pintes	3 pintes brauciens
volume	pint • ( = 47.3176473 cL)	n/a	n/a	locative	{0} pinšu	izdarīts 10 pinšu	{0} pinte	izdarīts 21 pinte	{0} pintes	izdarīts 3 pintes
volume	pint • ( = 47.3176473 cL)	n/a	n/a	dative	{0} pinšu	pietiks 10 pinšu	{0} pinte	pietiks 21 pinte	{0} pintes	pietiks 3 pintes
volume	pint-metric • ( = 50 cL)	feminine	gara metriskā pinte	nominative	{0} metrisko pinšu	pagājusi 10 metrisko pinšu	{0} metriskā pinte	pagājusi 21 metriskā pinte	{0} metriskās pintes	pagājusi 3 metriskās pintes
volume	pint-metric • ( = 50 cL)	feminine	gara metriskā pinte	accusative	{0} metrisko pinšu	palikt 10 metrisko pinšu	{0} metrisko pinti	palikt 21 metrisko pinti	{0} metriskās pintes	palikt 3 metriskās pintes
volume	pint-metric • ( = 50 cL)	feminine	gara metriskā pinte	genitive	{0} metrisko pinšu	10 metrisko pinšu brauciens	{0} metriskās pintes	21 metriskās pintes brauciens	{0} metrisko pinšu	3 metrisko pinšu brauciens
volume	pint-metric • ( = 50 cL)	feminine	gara metriskā pinte	locative	{0} metrisko pinšu	izdarīts 10 metrisko pinšu	{0} metriskajā pintē	izdarīts 21 metriskajā pintē	{0} metriskajās pintēs	izdarīts 3 metriskajās pintēs
volume	pint-metric • ( = 50 cL)	feminine	gara metriskā pinte	dative	{0} metrisko pinšu	pietiks 10 metrisko pinšu	{0} metriskajai pintei	pietiks 21 metriskajai pintei	{0} metriskajām pintēm	pietiks 3 metriskajām pintēm
volume	quart • ( = 0.946352946 L)	n/a	n/a	nominative	{0} kvartu	pagājusi 10 kvartu	{0} kvarta	pagājusi 21 kvarta	{0} kvartas	pagājusi 3 kvartas
volume	quart • ( = 0.946352946 L)	n/a	n/a	accusative	{0} kvartu	palikt 10 kvartu	{0} kvarta	palikt 21 kvarta	{0} kvartas	palikt 3 kvartas
volume	quart • ( = 0.946352946 L)	n/a	n/a	genitive	{0} kvartu	10 kvartu brauciens	{0} kvarta	21 kvarta brauciens	{0} kvartas	3 kvartas brauciens
volume	quart • ( = 0.946352946 L)	n/a	n/a	locative	{0} kvartu	izdarīts 10 kvartu	{0} kvarta	izdarīts 21 kvarta	{0} kvartas	izdarīts 3 kvartas
volume	quart • ( = 0.946352946 L)	n/a	n/a	dative	{0} kvartu	pietiks 10 kvartu	{0} kvarta	pietiks 21 kvarta	{0} kvartas	pietiks 3 kvartas
volume	liters	masculine	viens litrs	nominative	{0} litru	pagājusi 10 litru	{0} litrs	pagājusi 21 litrs	{0} litri	pagājusi 3 litri
volume	liters	masculine	viens litrs	accusative	{0} litru	palikt 10 litru	{0} litru	palikt 21 litru	{0} litri	palikt 3 litri
volume	liters	masculine	viens litrs	genitive	{0} litru	10 litru brauciens	{0} litra	21 litra brauciens	{0} litru	3 litru brauciens
volume	liters	masculine	viens litrs	locative	{0} litru	izdarīts 10 litru	{0} litrā	izdarīts 21 litrā	{0} litros	izdarīts 3 litros
volume	liters	masculine	viens litrs	dative	{0} litru	pietiks 10 litru	{0} litram	pietiks 21 litram	{0} litriem	pietiks 3 litriem
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	nominative	{0} britu kvartu	pagājusi 10 britu kvartu	{0} britu kvarta	pagājusi 21 britu kvarta	{0} britu kvartas	pagājusi 3 britu kvartas
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	accusative	{0} britu kvartu	palikt 10 britu kvartu	{0} britu kvarta	palikt 21 britu kvarta	{0} britu kvartas	palikt 3 britu kvartas
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	genitive	{0} britu kvartu	10 britu kvartu brauciens	{0} britu kvarta	21 britu kvarta brauciens	{0} britu kvartas	3 britu kvartas brauciens
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	locative	{0} britu kvartu	izdarīts 10 britu kvartu	{0} britu kvarta	izdarīts 21 britu kvarta	{0} britu kvartas	izdarīts 3 britu kvartas
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	dative	{0} britu kvartu	pietiks 10 britu kvartu	{0} britu kvarta	pietiks 21 britu kvarta	{0} britu kvartas	pietiks 3 britu kvartas
volume	gallon • ( = 3.785411784 L)	n/a	n/a	nominative	{0} galonu	pagājusi 10 galonu	{0} galons	pagājusi 21 galons	{0} galoni	pagājusi 3 galoni
volume	gallon • ( = 3.785411784 L)	n/a	n/a	accusative	{0} galonu	palikt 10 galonu	{0} galons	palikt 21 galons	{0} galoni	palikt 3 galoni
volume	gallon • ( = 3.785411784 L)	n/a	n/a	genitive	{0} galonu	10 galonu brauciens	{0} galons	21 galons brauciens	{0} galoni	3 galoni brauciens
volume	gallon • ( = 3.785411784 L)	n/a	n/a	locative	{0} galonu	izdarīts 10 galonu	{0} galons	izdarīts 21 galons	{0} galoni	izdarīts 3 galoni
volume	gallon • ( = 3.785411784 L)	n/a	n/a	dative	{0} galonu	pietiks 10 galonu	{0} galons	pietiks 21 galons	{0} galoni	pietiks 3 galoni
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	nominative	{0} britu galonu	pagājusi 10 britu galonu	{0} britu galons	pagājusi 21 britu galons	{0} britu galoni	pagājusi 3 britu galoni
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	accusative	{0} britu galonu	palikt 10 britu galonu	{0} britu galons	palikt 21 britu galons	{0} britu galoni	palikt 3 britu galoni
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	genitive	{0} britu galonu	10 britu galonu brauciens	{0} britu galons	21 britu galons brauciens	{0} britu galoni	3 britu galoni brauciens
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	locative	{0} britu galonu	izdarīts 10 britu galonu	{0} britu galons	izdarīts 21 britu galons	{0} britu galoni	izdarīts 3 britu galoni
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	dative	{0} britu galonu	pietiks 10 britu galonu	{0} britu galons	pietiks 21 britu galons	{0} britu galoni	pietiks 3 britu galoni
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	nominative	{0} kubikpēdu	pagājusi 10 kubikpēdu	{0} kubikpēda	pagājusi 21 kubikpēda	{0} kubikpēdas	pagājusi 3 kubikpēdas
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	accusative	{0} kubikpēdu	palikt 10 kubikpēdu	{0} kubikpēda	palikt 21 kubikpēda	{0} kubikpēdas	palikt 3 kubikpēdas
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	genitive	{0} kubikpēdu	10 kubikpēdu brauciens	{0} kubikpēda	21 kubikpēda brauciens	{0} kubikpēdas	3 kubikpēdas brauciens
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	locative	{0} kubikpēdu	izdarīts 10 kubikpēdu	{0} kubikpēda	izdarīts 21 kubikpēda	{0} kubikpēdas	izdarīts 3 kubikpēdas
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	dative	{0} kubikpēdu	pietiks 10 kubikpēdu	{0} kubikpēda	pietiks 21 kubikpēda	{0} kubikpēdas	pietiks 3 kubikpēdas
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	nominative	{0} bušeļu	pagājusi 10 bušeļu	{0} bušelis	pagājusi 21 bušelis	{0} bušeļi	pagājusi 3 bušeļi
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	accusative	{0} bušeļu	palikt 10 bušeļu	{0} bušelis	palikt 21 bušelis	{0} bušeļi	palikt 3 bušeļi
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	genitive	{0} bušeļu	10 bušeļu brauciens	{0} bušelis	21 bušelis brauciens	{0} bušeļi	3 bušeļi brauciens
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	locative	{0} bušeļu	izdarīts 10 bušeļu	{0} bušelis	izdarīts 21 bušelis	{0} bušeļi	izdarīts 3 bušeļi
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	dative	{0} bušeļu	pietiks 10 bušeļu	{0} bušelis	pietiks 21 bušelis	{0} bušeļi	pietiks 3 bušeļi
volume	hectoliters	masculine	viens hektolitrs	nominative	{0} hektolitru	pagājusi 10 hektolitru	{0} hektolitrs	pagājusi 21 hektolitrs	{0} hektolitri	pagājusi 3 hektolitri
volume	hectoliters	masculine	viens hektolitrs	accusative	{0} hektolitru	palikt 10 hektolitru	{0} hektolitru	palikt 21 hektolitru	{0} hektolitrus	palikt 3 hektolitrus
volume	hectoliters	masculine	viens hektolitrs	genitive	{0} hektolitru	10 hektolitru brauciens	{0} hektolitra	21 hektolitra brauciens	{0} hektolitru	3 hektolitru brauciens
volume	hectoliters	masculine	viens hektolitrs	locative	{0} hektolitru	izdarīts 10 hektolitru	{0} hektolitrā	izdarīts 21 hektolitrā	{0} hektolitros	izdarīts 3 hektolitros
volume	hectoliters	masculine	viens hektolitrs	dative	{0} hektolitru	pietiks 10 hektolitru	{0} hektolitram	pietiks 21 hektolitram	{0} hektolitriem	pietiks 3 hektolitriem
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	nominative	{0} bbl	pagājusi 10 bbl	{0} barels	pagājusi 21 barels	{0} bareli	pagājusi 3 bareli
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	accusative	{0} bbl	palikt 10 bbl	{0} barels	palikt 21 barels	{0} bareli	palikt 3 bareli
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	genitive	{0} bbl	10 bbl brauciens	{0} barels	21 barels brauciens	{0} bareli	3 bareli brauciens
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	locative	{0} bbl	izdarīts 10 bbl	{0} barels	izdarīts 21 barels	{0} bareli	izdarīts 3 bareli
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	dative	{0} bbl	pietiks 10 bbl	{0} barels	pietiks 21 barels	{0} bareli	pietiks 3 bareli
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	nominative	{0} kubikjardu	pagājusi 10 kubikjardu	{0} kubikjards	pagājusi 21 kubikjards	{0} kubikjardi	pagājusi 3 kubikjardi
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	accusative	{0} kubikjardu	palikt 10 kubikjardu	{0} kubikjards	palikt 21 kubikjards	{0} kubikjardi	palikt 3 kubikjardi
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	genitive	{0} kubikjardu	10 kubikjardu brauciens	{0} kubikjards	21 kubikjards brauciens	{0} kubikjardi	3 kubikjardi brauciens
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	locative	{0} kubikjardu	izdarīts 10 kubikjardu	{0} kubikjards	izdarīts 21 kubikjards	{0} kubikjardi	izdarīts 3 kubikjardi
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	dative	{0} kubikjardu	pietiks 10 kubikjardu	{0} kubikjards	pietiks 21 kubikjards	{0} kubikjardi	pietiks 3 kubikjardi
volume	cubic meters	masculine	viens kubikmetrs	nominative	{0} kubikmetru	pagājusi 10 kubikmetru	{0} kubikmetrs	pagājusi 21 kubikmetrs	{0} kubikmetri	pagājusi 3 kubikmetri
volume	cubic meters	masculine	viens kubikmetrs	accusative	{0} kubikmetru	palikt 10 kubikmetru	{0} kubikmetru	palikt 21 kubikmetru	{0} kubikmetrus	palikt 3 kubikmetrus
volume	cubic meters	masculine	viens kubikmetrs	genitive	{0} kubikmetru	10 kubikmetru brauciens	{0} kubikmetra	21 kubikmetra brauciens	{0} kubikmetru	3 kubikmetru brauciens
volume	cubic meters	masculine	viens kubikmetrs	locative	{0} kubikmetru	izdarīts 10 kubikmetru	{0} kubikmetrā	izdarīts 21 kubikmetrā	{0} kubikmetros	izdarīts 3 kubikmetros
volume	cubic meters	masculine	viens kubikmetrs	dative	{0} kubikmetru	pietiks 10 kubikmetru	{0} kubikmetram	pietiks 21 kubikmetram	{0} kubikmetriem	pietiks 3 kubikmetriem
volume	megaliters	masculine	viens megalitrs	nominative	{0} megalitru	pagājusi 10 megalitru	{0} megalitrs	pagājusi 21 megalitrs	{0} megalitri	pagājusi 3 megalitri
volume	megaliters	masculine	viens megalitrs	accusative	{0} megalitru	palikt 10 megalitru	{0} megalitru	palikt 21 megalitru	{0} megalitrus	palikt 3 megalitrus
volume	megaliters	masculine	viens megalitrs	genitive	{0} megalitru	10 megalitru brauciens	{0} megalitra	21 megalitra brauciens	{0} megalitru	3 megalitru brauciens
volume	megaliters	masculine	viens megalitrs	locative	{0} megalitru	izdarīts 10 megalitru	{0} megalitrā	izdarīts 21 megalitrā	{0} megalitros	izdarīts 3 megalitros
volume	megaliters	masculine	viens megalitrs	dative	{0} megalitru	pietiks 10 megalitru	{0} megalitram	pietiks 21 megalitram	{0} megalitriem	pietiks 3 megalitriem
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a	nominative	{0} akrpēdu	pagājusi 10 akrpēdu	{0} akrpēda	pagājusi 21 akrpēda	{0} akrpēdas	pagājusi 3 akrpēdas
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a	accusative	{0} akrpēdu	palikt 10 akrpēdu	{0} akrpēda	palikt 21 akrpēda	{0} akrpēdas	palikt 3 akrpēdas
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a	genitive	{0} akrpēdu	10 akrpēdu brauciens	{0} akrpēda	21 akrpēda brauciens	{0} akrpēdas	3 akrpēdas brauciens
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a	locative	{0} akrpēdu	izdarīts 10 akrpēdu	{0} akrpēda	izdarīts 21 akrpēda	{0} akrpēdas	izdarīts 3 akrpēdas
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a	dative	{0} akrpēdu	pietiks 10 akrpēdu	{0} akrpēda	pietiks 21 akrpēda	{0} akrpēdas	pietiks 3 akrpēdas
volume	cubic kilometers	masculine	viens kubikkilometrs	nominative	{0} kubikkilometru	pagājusi 10 kubikkilometru	{0} kubikkilometrs	pagājusi 21 kubikkilometrs	{0} kubikkilometri	pagājusi 3 kubikkilometri
volume	cubic kilometers	masculine	viens kubikkilometrs	accusative	{0} kubikkilometru	palikt 10 kubikkilometru	{0} kubikkilometru	palikt 21 kubikkilometru	{0} kubikkilometrus	palikt 3 kubikkilometrus
volume	cubic kilometers	masculine	viens kubikkilometrs	genitive	{0} kubikkilometru	10 kubikkilometru brauciens	{0} kubikkilometra	21 kubikkilometra brauciens	{0} kubikkilometru	3 kubikkilometru brauciens
volume	cubic kilometers	masculine	viens kubikkilometrs	locative	{0} kubikkilometru	izdarīts 10 kubikkilometru	{0} kubikkilometrā	izdarīts 21 kubikkilometrā	{0} kubikkilometros	izdarīts 3 kubikkilometros
volume	cubic kilometers	masculine	viens kubikkilometrs	dative	{0} kubikkilometru	pietiks 10 kubikkilometru	{0} kubikkilometram	pietiks 21 kubikkilometram	{0} kubikkilometriem	pietiks 3 kubikkilometriem
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a	nominative	{0} kubikjūdžu	pagājusi 10 kubikjūdžu	{0} kubikjūdze	pagājusi 21 kubikjūdze	{0} kubikjūdzes	pagājusi 3 kubikjūdzes
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a	accusative	{0} kubikjūdžu	palikt 10 kubikjūdžu	{0} kubikjūdze	palikt 21 kubikjūdze	{0} kubikjūdzes	palikt 3 kubikjūdzes
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a	genitive	{0} kubikjūdžu	10 kubikjūdžu brauciens	{0} kubikjūdze	21 kubikjūdze brauciens	{0} kubikjūdzes	3 kubikjūdzes brauciens
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a	locative	{0} kubikjūdžu	izdarīts 10 kubikjūdžu	{0} kubikjūdze	izdarīts 21 kubikjūdze	{0} kubikjūdzes	izdarīts 3 kubikjūdzes
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a	dative	{0} kubikjūdžu	pietiks 10 kubikjūdžu	{0} kubikjūdze	pietiks 21 kubikjūdze	{0} kubikjūdzes	pietiks 3 kubikjūdzes
year-duration	month • ( = 0.08˙3 yrs)	masculine	viens mēnesis	nominative	{0} mēnešu	pagājusi 10 mēnešu	{0} mēnesis	pagājusi 21 mēnesis	{0} mēneši	pagājusi 3 mēneši
year-duration	month • ( = 0.08˙3 yrs)	masculine	viens mēnesis	accusative	{0} mēnešu	palikt 10 mēnešu	{0} mēnesi	palikt 21 mēnesi	{0} mēnešus	palikt 3 mēnešus
year-duration	month • ( = 0.08˙3 yrs)	masculine	viens mēnesis	genitive	{0} mēnešu	10 mēnešu brauciens	{0} mēneša	21 mēneša brauciens	{0} mēnešu	3 mēnešu brauciens
year-duration	month • ( = 0.08˙3 yrs)	masculine	viens mēnesis	locative	{0} mēnešu	izdarīts 10 mēnešu	{0} mēnesī	izdarīts 21 mēnesī	{0} mēnešos	izdarīts 3 mēnešos
year-duration	month • ( = 0.08˙3 yrs)	masculine	viens mēnesis	dative	{0} mēnešu	pietiks 10 mēnešu	{0} mēnesim	pietiks 21 mēnesim	{0} mēnešiem	pietiks 3 mēnešiem
year-duration	quarter • ( = 0.25 yrs)	masculine	viens ceturksnis	nominative	{0} cet.	pagājusi 10 cet.	{0} ceturksnis	pagājusi 21 ceturksnis	{0} ceturkšņi	pagājusi 3 ceturkšņi
year-duration	quarter • ( = 0.25 yrs)	masculine	viens ceturksnis	accusative	{0} cet.	palikt 10 cet.	{0} ceturksni	palikt 21 ceturksni	{0} ceturkšņus	palikt 3 ceturkšņus
year-duration	quarter • ( = 0.25 yrs)	masculine	viens ceturksnis	genitive	{0} cet.	10 cet. brauciens	{0} ceturkšņa	21 ceturkšņa brauciens	{0} ceturkšņu	3 ceturkšņu brauciens
year-duration	quarter • ( = 0.25 yrs)	masculine	viens ceturksnis	locative	{0} cet.	izdarīts 10 cet.	{0} ceturksnī	izdarīts 21 ceturksnī	{0} ceturkšņos	izdarīts 3 ceturkšņos
year-duration	quarter • ( = 0.25 yrs)	masculine	viens ceturksnis	dative	{0} cet.	pietiks 10 cet.	{0} ceturksnim	pietiks 21 ceturksnim	{0} ceturkšņiem	pietiks 3 ceturkšņiem
year-duration	years	masculine	viens gads	nominative	{0} gadu	pagājusi 10 gadu	{0} gads	pagājusi 21 gads	{0} gadi	pagājusi 3 gadi
year-duration	years	masculine	viens gads	accusative	{0} gadu	palikt 10 gadu	{0} gadu	palikt 21 gadu	{0} gadus	palikt 3 gadus
year-duration	years	masculine	viens gads	genitive	{0} gadu	10 gadu brauciens	{0} gada	21 gada brauciens	{0} gadu	3 gadu brauciens
year-duration	years	masculine	viens gads	locative	{0} gadu	izdarīts 10 gadu	{0} gadā	izdarīts 21 gadā	{0} gados	izdarīts 3 gados
year-duration	years	masculine	viens gads	dative	{0} gadu	pietiks 10 gadu	{0} gadam	pietiks 21 gadam	{0} gadiem	pietiks 3 gadiem
year-duration	decades	feminine	gara dekāde	nominative	{0} dekāžu	pagājusi 10 dekāžu	{0} dekāde	pagājusi 21 dekāde	{0} dekādes	pagājusi 3 dekādes
year-duration	decades	feminine	gara dekāde	accusative	{0} dekāžu	palikt 10 dekāžu	{0} dekādi	palikt 21 dekādi	{0} dekādes	palikt 3 dekādes
year-duration	decades	feminine	gara dekāde	genitive	{0} dekāžu	10 dekāžu brauciens	{0} dekādes	21 dekādes brauciens	{0} dekāžu	3 dekāžu brauciens
year-duration	decades	feminine	gara dekāde	locative	{0} dekāžu	izdarīts 10 dekāžu	{0} dekādē	izdarīts 21 dekādē	{0} dekādēs	izdarīts 3 dekādēs
year-duration	decades	feminine	gara dekāde	dative	{0} dekāžu	pietiks 10 dekāžu	{0} dekādei	pietiks 21 dekādei	{0} dekādēm	pietiks 3 dekādēm
year-duration	centuries	masculine	viens gadsimts	nominative	{0} gadsimtu	pagājusi 10 gadsimtu	{0} gadsimts	pagājusi 21 gadsimts	{0} gadsimti	pagājusi 3 gadsimti
year-duration	centuries	masculine	viens gadsimts	accusative	{0} gadsimtu	palikt 10 gadsimtu	{0} gadsimts	palikt 21 gadsimts	{0} gadsimtus	palikt 3 gadsimtus
year-duration	centuries	masculine	viens gadsimts	genitive	{0} gadsimtu	10 gadsimtu brauciens	{0} gadsimta	21 gadsimta brauciens	{0} gadsimtu	3 gadsimtu brauciens
year-duration	centuries	masculine	viens gadsimts	locative	{0} gadsimtu	izdarīts 10 gadsimtu	{0} gadsimtā	izdarīts 21 gadsimtā	{0} gadsimtos	izdarīts 3 gadsimtos
year-duration	centuries	masculine	viens gadsimts	dative	{0} gadsimtu	pietiks 10 gadsimtu	{0} gadsimtam	pietiks 21 gadsimtam	{0} gadsimtiem	pietiks 3 gadsimtiem

# Unit Power Components
#Unit	Case	Gender	Pattern for zero	Case MP + pattern with 10.0	Pattern for one	Case MP + pattern with 21.0	Pattern for other	Case MP + pattern with 3.0
power2	nominative	masculine • (meter)	kvadrāt{0}	pagājusi 10 kvadrātmetru	kvadrāt{0}	pagājusi 21 kvadrātmetrs	kvadrāt{0}	pagājusi 3 kvadrātmetri
power2	accusative	masculine • (meter)	kvadrāt{0}	palikt 10 kvadrātmetru	kvadrāt{0}	palikt 21 kvadrātmetru	kvadrāt{0}	palikt 3 kvadrātmetrus
