# Grammatical Features
#Locale	ID	Feature	Usage	Values
Czech	cs	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalGender	general	animate, inanimate, feminine, neuter
Czech	cs	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} den	<div class='cldr_example'><span class='cldr_substituted'>1</span> den</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> den</div>
Plural	few	{0} dny	<div class='cldr_example'><span class='cldr_substituted'>2</span> dny</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dny</div>
Plural	many	{0} dne	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> dne</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dne</div>
Plural	other	{0} dní	<div class='cldr_example'><span class='cldr_substituted'>5</span> dní</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dní</div>
Case (for measurement units)	nominative	Chybí ještě {0}.	<div class='cldr_example'>Chybí ještě <span class='cldr_substituted'>1 metr čtvereční</span>.</div><div class='cldr_example'>❌  Chybí ještě <span class='cldr_substituted'>1 metru čtverečnímu</span>.</div>
Case (for measurement units)	accusative	Naměřili jsme {0}.	<div class='cldr_example'>Naměřili jsme <span class='cldr_substituted'>1 metr čtvereční</span>.</div><div class='cldr_example'>❌  Naměřili jsme <span class='cldr_substituted'>1 metru čtverečnímu</span>.</div>
Case (for measurement units)	genitive	Bez {0} se obejdeme.	<div class='cldr_example'>Bez <span class='cldr_substituted'>10,0 metru čtverečního</span> se obejdeme.</div><div class='cldr_example'>❌  Bez <span class='cldr_substituted'>1 metr čtvereční</span> se obejdeme.</div>
Case (for measurement units)	locative	Po {0} se zastavil.	<div class='cldr_example'>Po <span class='cldr_substituted'>1 metru čtverečním</span> se zastavil.</div><div class='cldr_example'>❌  Po <span class='cldr_substituted'>1 metr čtvereční</span> se zastavil.</div>
Case (for measurement units)	dative	Díky {0} navíc to mohl stihnout.	<div class='cldr_example'>Díky <span class='cldr_substituted'>1 metru čtverečnímu</span> navíc to mohl stihnout.</div><div class='cldr_example'>❌  Díky <span class='cldr_substituted'>1 metr čtvereční</span> navíc to mohl stihnout.</div>
Case (for measurement units)	instrumental	Spokojíme se s {0}.	<div class='cldr_example'>Spokojíme se s <span class='cldr_substituted'>1 metrem čtverečním</span>.</div><div class='cldr_example'>❌  Spokojíme se s <span class='cldr_substituted'>1 metr čtvereční</span>.</div>
Gender (for measurement units)	inanimate	Jeden {0} stál 135 Kč.	<div class='cldr_example'>Jeden <span class='cldr_substituted'>den</span> stál 135 Kč.</div><div class='cldr_example'>❌  Jeden <span class='cldr_substituted'>hodina</span> stál 135 Kč.</div>
Gender (for measurement units)	feminine	Jedna {0} stála 135 Kč.	<div class='cldr_example'>Jedna <span class='cldr_substituted'>hodina</span> stála 135 Kč.</div><div class='cldr_example'>❌  Jedna <span class='cldr_substituted'>den</span> stála 135 Kč.</div>
Gender (for measurement units)	neuter	Jedno {0} stálo 135 Kč.	<div class='cldr_example'>Jedno <span class='cldr_substituted'>století</span> stálo 135 Kč.</div><div class='cldr_example'>❌  Jedno <span class='cldr_substituted'>hodina</span> stálo 135 Kč.</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 0.1	Pattern for other	Case MP + pattern with 5.0
mass	ton • ( = 0.90718474 t)	n/a	n/a	nominative	{0} americká tuna	Chybí ještě 1 americká tuna.	{0} americké tuny	Chybí ještě 3 americké tuny.	{0} americké tuny	Chybí ještě 0,1 americké tuny.	{0} amerických tun	Chybí ještě 5 amerických tun.
mass	ton • ( = 0.90718474 t)	n/a	n/a	accusative	{0} americká tuna	Naměřili jsme 1 americká tuna.	{0} americké tuny	Naměřili jsme 3 americké tuny.	{0} americké tuny	Naměřili jsme 0,1 americké tuny.	{0} amerických tun	Naměřili jsme 5 amerických tun.
mass	ton • ( = 0.90718474 t)	n/a	n/a	genitive	{0} americká tuna	Bez 1 americká tuna se obejdeme.	{0} americké tuny	Bez 3 americké tuny se obejdeme.	{0} americké tuny	Bez 0,1 americké tuny se obejdeme.	{0} amerických tun	Bez 5 amerických tun se obejdeme.
mass	ton • ( = 0.90718474 t)	n/a	n/a	locative	{0} americká tuna	Po 1 americká tuna se zastavil.	{0} americké tuny	Po 3 americké tuny se zastavil.	{0} americké tuny	Po 0,1 americké tuny se zastavil.	{0} amerických tun	Po 5 amerických tun se zastavil.
mass	ton • ( = 0.90718474 t)	n/a	n/a	dative	{0} americká tuna	Díky 1 americká tuna navíc to mohl stihnout.	{0} americké tuny	Díky 3 americké tuny navíc to mohl stihnout.	{0} americké tuny	Díky 0,1 americké tuny navíc to mohl stihnout.	{0} amerických tun	Díky 5 amerických tun navíc to mohl stihnout.
mass	ton • ( = 0.90718474 t)	n/a	n/a	instrumental	{0} americká tuna	Spokojíme se s 1 americká tuna.	{0} americké tuny	Spokojíme se s 3 americké tuny.	{0} americké tuny	Spokojíme se s 0,1 americké tuny.	{0} amerických tun	Spokojíme se s 5 amerických tun.
mass	metric tons	feminine	Jedna tuna stála 135 Kč.	nominative	{0} tuna	Chybí ještě 1 tuna.	{0} tuny	Chybí ještě 3 tuny.	{0} tuny	Chybí ještě 0,1 tuny.	{0} tun	Chybí ještě 5 tun.
mass	metric tons	feminine	Jedna tuna stála 135 Kč.	accusative	{0} tunu	Naměřili jsme 1 tunu.	{0} tuny	Naměřili jsme 3 tuny.	{0} tuny	Naměřili jsme 0,1 tuny.	{0} tun	Naměřili jsme 5 tun.
mass	metric tons	feminine	Jedna tuna stála 135 Kč.	genitive	{0} tuny	Bez 1 tuny se obejdeme.	{0} tun	Bez 3 tun se obejdeme.	{0} tuny	Bez 0,1 tuny se obejdeme.	{0} tun	Bez 5 tun se obejdeme.
mass	metric tons	feminine	Jedna tuna stála 135 Kč.	locative	{0} tuně	Po 1 tuně se zastavil.	{0} tunách	Po 3 tunách se zastavil.	{0} tuny	Po 0,1 tuny se zastavil.	{0} tunách	Po 5 tunách se zastavil.
mass	metric tons	feminine	Jedna tuna stála 135 Kč.	dative	{0} tuně	Díky 1 tuně navíc to mohl stihnout.	{0} tunám	Díky 3 tunám navíc to mohl stihnout.	{0} tuny	Díky 0,1 tuny navíc to mohl stihnout.	{0} tunám	Díky 5 tunám navíc to mohl stihnout.
mass	metric tons	feminine	Jedna tuna stála 135 Kč.	instrumental	{0} tunou	Spokojíme se s 1 tunou.	{0} tunami	Spokojíme se s 3 tunami.	{0} tuny	Spokojíme se s 0,1 tuny.	{0} tunami	Spokojíme se s 5 tunami.
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	nominative	{0} hmotnost Země	Chybí ještě 1 hmotnost Země.	{0} hmotnosti Země	Chybí ještě 3 hmotnosti Země.	{0} hmotnosti Země	Chybí ještě 0,1 hmotnosti Země.	{0} hmotností Země	Chybí ještě 5 hmotností Země.
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	accusative	{0} hmotnost Země	Naměřili jsme 1 hmotnost Země.	{0} hmotnosti Země	Naměřili jsme 3 hmotnosti Země.	{0} hmotnosti Země	Naměřili jsme 0,1 hmotnosti Země.	{0} hmotností Země	Naměřili jsme 5 hmotností Země.
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	genitive	{0} hmotnost Země	Bez 1 hmotnost Země se obejdeme.	{0} hmotnosti Země	Bez 3 hmotnosti Země se obejdeme.	{0} hmotnosti Země	Bez 0,1 hmotnosti Země se obejdeme.	{0} hmotností Země	Bez 5 hmotností Země se obejdeme.
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	locative	{0} hmotnost Země	Po 1 hmotnost Země se zastavil.	{0} hmotnosti Země	Po 3 hmotnosti Země se zastavil.	{0} hmotnosti Země	Po 0,1 hmotnosti Země se zastavil.	{0} hmotností Země	Po 5 hmotností Země se zastavil.
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	dative	{0} hmotnost Země	Díky 1 hmotnost Země navíc to mohl stihnout.	{0} hmotnosti Země	Díky 3 hmotnosti Země navíc to mohl stihnout.	{0} hmotnosti Země	Díky 0,1 hmotnosti Země navíc to mohl stihnout.	{0} hmotností Země	Díky 5 hmotností Země navíc to mohl stihnout.
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	instrumental	{0} hmotnost Země	Spokojíme se s 1 hmotnost Země.	{0} hmotnosti Země	Spokojíme se s 3 hmotnosti Země.	{0} hmotnosti Země	Spokojíme se s 0,1 hmotnosti Země.	{0} hmotností Země	Spokojíme se s 5 hmotností Země.
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	nominative	{0} hmotnost Slunce	Chybí ještě 1 hmotnost Slunce.	{0} hmotnosti Slunce	Chybí ještě 3 hmotnosti Slunce.	{0} hmotnosti Slunce	Chybí ještě 0,1 hmotnosti Slunce.	{0} hmotností Slunce	Chybí ještě 5 hmotností Slunce.
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	accusative	{0} hmotnost Slunce	Naměřili jsme 1 hmotnost Slunce.	{0} hmotnosti Slunce	Naměřili jsme 3 hmotnosti Slunce.	{0} hmotnosti Slunce	Naměřili jsme 0,1 hmotnosti Slunce.	{0} hmotností Slunce	Naměřili jsme 5 hmotností Slunce.
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	genitive	{0} hmotnost Slunce	Bez 1 hmotnost Slunce se obejdeme.	{0} hmotnosti Slunce	Bez 3 hmotnosti Slunce se obejdeme.	{0} hmotnosti Slunce	Bez 0,1 hmotnosti Slunce se obejdeme.	{0} hmotností Slunce	Bez 5 hmotností Slunce se obejdeme.
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	locative	{0} hmotnost Slunce	Po 1 hmotnost Slunce se zastavil.	{0} hmotnosti Slunce	Po 3 hmotnosti Slunce se zastavil.	{0} hmotnosti Slunce	Po 0,1 hmotnosti Slunce se zastavil.	{0} hmotností Slunce	Po 5 hmotností Slunce se zastavil.
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	dative	{0} hmotnost Slunce	Díky 1 hmotnost Slunce navíc to mohl stihnout.	{0} hmotnosti Slunce	Díky 3 hmotnosti Slunce navíc to mohl stihnout.	{0} hmotnosti Slunce	Díky 0,1 hmotnosti Slunce navíc to mohl stihnout.	{0} hmotností Slunce	Díky 5 hmotností Slunce navíc to mohl stihnout.
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	instrumental	{0} hmotnost Slunce	Spokojíme se s 1 hmotnost Slunce.	{0} hmotnosti Slunce	Spokojíme se s 3 hmotnosti Slunce.	{0} hmotnosti Slunce	Spokojíme se s 0,1 hmotnosti Slunce.	{0} hmotností Slunce	Spokojíme se s 5 hmotností Slunce.
night-duration	nights	n/a	n/a	nominative	{0} night	Chybí ještě 1 night.	{0} night	Chybí ještě 3 night.	{0} night	Chybí ještě 0,1 night.	{0} night	Chybí ještě 5 night.
night-duration	nights	n/a	n/a	accusative	{0} night	Naměřili jsme 1 night.	{0} night	Naměřili jsme 3 night.	{0} night	Naměřili jsme 0,1 night.	{0} night	Naměřili jsme 5 night.
night-duration	nights	n/a	n/a	genitive	{0} night	Bez 1 night se obejdeme.	{0} night	Bez 3 night se obejdeme.	{0} night	Bez 0,1 night se obejdeme.	{0} night	Bez 5 night se obejdeme.
night-duration	nights	n/a	n/a	locative	{0} night	Po 1 night se zastavil.	{0} night	Po 3 night se zastavil.	{0} night	Po 0,1 night se zastavil.	{0} night	Po 5 night se zastavil.
night-duration	nights	n/a	n/a	dative	{0} night	Díky 1 night navíc to mohl stihnout.	{0} night	Díky 3 night navíc to mohl stihnout.	{0} night	Díky 0,1 night navíc to mohl stihnout.	{0} night	Díky 5 night navíc to mohl stihnout.
night-duration	nights	n/a	n/a	instrumental	{0} night	Spokojíme se s 1 night.	{0} night	Spokojíme se s 3 night.	{0} night	Spokojíme se s 0,1 night.	{0} night	Spokojíme se s 5 night.
portion	parts per billion	n/a	n/a	nominative	{0} ppb	Chybí ještě 1 ppb.	{0} ppb	Chybí ještě 3 ppb.	{0} ppb	Chybí ještě 0,1 ppb.	{0} ppb	Chybí ještě 5 ppb.
portion	parts per billion	n/a	n/a	accusative	{0} ppb	Naměřili jsme 1 ppb.	{0} ppb	Naměřili jsme 3 ppb.	{0} ppb	Naměřili jsme 0,1 ppb.	{0} ppb	Naměřili jsme 5 ppb.
portion	parts per billion	n/a	n/a	genitive	{0} ppb	Bez 1 ppb se obejdeme.	{0} ppb	Bez 3 ppb se obejdeme.	{0} ppb	Bez 0,1 ppb se obejdeme.	{0} ppb	Bez 5 ppb se obejdeme.
portion	parts per billion	n/a	n/a	locative	{0} ppb	Po 1 ppb se zastavil.	{0} ppb	Po 3 ppb se zastavil.	{0} ppb	Po 0,1 ppb se zastavil.	{0} ppb	Po 5 ppb se zastavil.
portion	parts per billion	n/a	n/a	dative	{0} ppb	Díky 1 ppb navíc to mohl stihnout.	{0} ppb	Díky 3 ppb navíc to mohl stihnout.	{0} ppb	Díky 0,1 ppb navíc to mohl stihnout.	{0} ppb	Díky 5 ppb navíc to mohl stihnout.
portion	parts per billion	n/a	n/a	instrumental	{0} ppb	Spokojíme se s 1 ppb.	{0} ppb	Spokojíme se s 3 ppb.	{0} ppb	Spokojíme se s 0,1 ppb.	{0} ppb	Spokojíme se s 5 ppb.
portion	parts per million	inanimate	Jeden díl z milionu stál 135 Kč.	nominative	{0} díl z milionu	Chybí ještě 1 díl z milionu.	{0} díly z milionu	Chybí ještě 3 díly z milionu.	{0} dílu z milionu	Chybí ještě 0,1 dílu z milionu.	{0} dílů z milionu	Chybí ještě 5 dílů z milionu.
portion	parts per million	inanimate	Jeden díl z milionu stál 135 Kč.	accusative	{0} díl z milionu	Naměřili jsme 1 díl z milionu.	{0} díly z milionu	Naměřili jsme 3 díly z milionu.	{0} dílu z milionu	Naměřili jsme 0,1 dílu z milionu.	{0} dílů z milionu	Naměřili jsme 5 dílů z milionu.
portion	parts per million	inanimate	Jeden díl z milionu stál 135 Kč.	genitive	{0} dílu z milionu	Bez 1 dílu z milionu se obejdeme.	{0} dílů z milionu	Bez 3 dílů z milionu se obejdeme.	{0} dílu z milionu	Bez 0,1 dílu z milionu se obejdeme.	{0} dílů z milionu	Bez 5 dílů z milionu se obejdeme.
portion	parts per million	inanimate	Jeden díl z milionu stál 135 Kč.	locative	{0} dílu z milionu	Po 1 dílu z milionu se zastavil.	{0} dílech z milionu	Po 3 dílech z milionu se zastavil.	{0} dílu z milionu	Po 0,1 dílu z milionu se zastavil.	{0} dílech z milionu	Po 5 dílech z milionu se zastavil.
portion	parts per million	inanimate	Jeden díl z milionu stál 135 Kč.	dative	{0} dílu z milionu	Díky 1 dílu z milionu navíc to mohl stihnout.	{0} dílům z milionu	Díky 3 dílům z milionu navíc to mohl stihnout.	{0} dílu z milionu	Díky 0,1 dílu z milionu navíc to mohl stihnout.	{0} dílům z milionu	Díky 5 dílům z milionu navíc to mohl stihnout.
portion	parts per million	inanimate	Jeden díl z milionu stál 135 Kč.	instrumental	{0} dílem z milionu	Spokojíme se s 1 dílem z milionu.	{0} díly z milionu	Spokojíme se s 3 díly z milionu.	{0} dílu z milionu	Spokojíme se s 0,1 dílu z milionu.	{0} díly z milionu	Spokojíme se s 5 díly z milionu.
portion	permyriad	feminine	Jedna desetina promile stála 135 Kč.	nominative	{0} desetina promile	Chybí ještě 1 desetina promile.	{0} desetiny promile	Chybí ještě 3 desetiny promile.	{0} desetiny promile	Chybí ještě 0,1 desetiny promile.	{0} desetin promile	Chybí ještě 5 desetin promile.
portion	permyriad	feminine	Jedna desetina promile stála 135 Kč.	accusative	{0} desetinu promile	Naměřili jsme 1 desetinu promile.	{0} desetiny promile	Naměřili jsme 3 desetiny promile.	{0} desetiny promile	Naměřili jsme 0,1 desetiny promile.	{0} desetin promile	Naměřili jsme 5 desetin promile.
portion	permyriad	feminine	Jedna desetina promile stála 135 Kč.	genitive	{0} desetiny promile	Bez 1 desetiny promile se obejdeme.	{0} desetin promile	Bez 3 desetin promile se obejdeme.	{0} desetiny promile	Bez 0,1 desetiny promile se obejdeme.	{0} desetin promile	Bez 5 desetin promile se obejdeme.
portion	permyriad	feminine	Jedna desetina promile stála 135 Kč.	locative	{0} desetině promile	Po 1 desetině promile se zastavil.	{0} desetinách promile	Po 3 desetinách promile se zastavil.	{0} desetiny promile	Po 0,1 desetiny promile se zastavil.	{0} desetinách promile	Po 5 desetinách promile se zastavil.
portion	permyriad	feminine	Jedna desetina promile stála 135 Kč.	dative	{0} desetině promile	Díky 1 desetině promile navíc to mohl stihnout.	{0} desetinám promile	Díky 3 desetinám promile navíc to mohl stihnout.	{0} desetiny promile	Díky 0,1 desetiny promile navíc to mohl stihnout.	{0} desetinám promile	Díky 5 desetinám promile navíc to mohl stihnout.
portion	permyriad	feminine	Jedna desetina promile stála 135 Kč.	instrumental	{0} desetinou promile	Spokojíme se s 1 desetinou promile.	{0} desetinami promile	Spokojíme se s 3 desetinami promile.	{0} desetiny promile	Spokojíme se s 0,1 desetiny promile.	{0} desetinami promile	Spokojíme se s 5 desetinami promile.
portion	permille	neuter	Jedno promile stálo 135 Kč.	nominative	{0} promile	Chybí ještě 1 promile.	{0} promile	Chybí ještě 3 promile.	{0} promile	Chybí ještě 0,1 promile.	{0} promile	Chybí ještě 5 promile.
portion	permille	neuter	Jedno promile stálo 135 Kč.	accusative	{0} promile	Naměřili jsme 1 promile.	{0} promile	Naměřili jsme 3 promile.	{0} promile	Naměřili jsme 0,1 promile.	{0} promile	Naměřili jsme 5 promile.
portion	permille	neuter	Jedno promile stálo 135 Kč.	genitive	{0} promile	Bez 1 promile se obejdeme.	{0} promile	Bez 3 promile se obejdeme.	{0} promile	Bez 0,1 promile se obejdeme.	{0} promile	Bez 5 promile se obejdeme.
portion	permille	neuter	Jedno promile stálo 135 Kč.	locative	{0} promile	Po 1 promile se zastavil.	{0} promile	Po 3 promile se zastavil.	{0} promile	Po 0,1 promile se zastavil.	{0} promile	Po 5 promile se zastavil.
portion	permille	neuter	Jedno promile stálo 135 Kč.	dative	{0} promile	Díky 1 promile navíc to mohl stihnout.	{0} promile	Díky 3 promile navíc to mohl stihnout.	{0} promile	Díky 0,1 promile navíc to mohl stihnout.	{0} promile	Díky 5 promile navíc to mohl stihnout.
portion	permille	neuter	Jedno promile stálo 135 Kč.	instrumental	{0} promile	Spokojíme se s 1 promile.	{0} promile	Spokojíme se s 3 promile.	{0} promile	Spokojíme se s 0,1 promile.	{0} promile	Spokojíme se s 5 promile.
portion	percent	neuter	Jedno procento stálo 135 Kč.	nominative	{0} procento	Chybí ještě 1 procento.	{0} procenta	Chybí ještě 3 procenta.	{0} procenta	Chybí ještě 0,1 procenta.	{0} procent	Chybí ještě 5 procent.
portion	percent	neuter	Jedno procento stálo 135 Kč.	accusative	{0} procento	Naměřili jsme 1 procento.	{0} procenta	Naměřili jsme 3 procenta.	{0} procenta	Naměřili jsme 0,1 procenta.	{0} procent	Naměřili jsme 5 procent.
portion	percent	neuter	Jedno procento stálo 135 Kč.	genitive	{0} procenta	Bez 1 procenta se obejdeme.	{0} procent	Bez 3 procent se obejdeme.	{0} procenta	Bez 0,1 procenta se obejdeme.	{0} procent	Bez 5 procent se obejdeme.
portion	percent	neuter	Jedno procento stálo 135 Kč.	locative	{0} procentu	Po 1 procentu se zastavil.	{0} procentech	Po 3 procentech se zastavil.	{0} procenta	Po 0,1 procenta se zastavil.	{0} procentech	Po 5 procentech se zastavil.
portion	percent	neuter	Jedno procento stálo 135 Kč.	dative	{0} procentu	Díky 1 procentu navíc to mohl stihnout.	{0} procentům	Díky 3 procentům navíc to mohl stihnout.	{0} procenta	Díky 0,1 procenta navíc to mohl stihnout.	{0} procentům	Díky 5 procentům navíc to mohl stihnout.
portion	percent	neuter	Jedno procento stálo 135 Kč.	instrumental	{0} procentem	Spokojíme se s 1 procentem.	{0} procenty	Spokojíme se s 3 procenty.	{0} procenta	Spokojíme se s 0,1 procenta.	{0} procenty	Spokojíme se s 5 procenty.
portion	karat • ( = 4.1˙6%)	inanimate	Jeden karát stál 135 Kč.	nominative	{0} karát	Chybí ještě 1 karát.	{0} karáty	Chybí ještě 3 karáty.	{0} karátu	Chybí ještě 0,1 karátu.	{0} karátů	Chybí ještě 5 karátů.
portion	karat • ( = 4.1˙6%)	inanimate	Jeden karát stál 135 Kč.	accusative	{0} karát	Naměřili jsme 1 karát.	{0} karáty	Naměřili jsme 3 karáty.	{0} karátu	Naměřili jsme 0,1 karátu.	{0} karátů	Naměřili jsme 5 karátů.
portion	karat • ( = 4.1˙6%)	inanimate	Jeden karát stál 135 Kč.	genitive	{0} karátu	Bez 1 karátu se obejdeme.	{0} karátů	Bez 3 karátů se obejdeme.	{0} karátu	Bez 0,1 karátu se obejdeme.	{0} karátů	Bez 5 karátů se obejdeme.
portion	karat • ( = 4.1˙6%)	inanimate	Jeden karát stál 135 Kč.	locative	{0} karátu	Po 1 karátu se zastavil.	{0} karátech	Po 3 karátech se zastavil.	{0} karátu	Po 0,1 karátu se zastavil.	{0} karátech	Po 5 karátech se zastavil.
portion	karat • ( = 4.1˙6%)	inanimate	Jeden karát stál 135 Kč.	dative	{0} karátu	Díky 1 karátu navíc to mohl stihnout.	{0} karátům	Díky 3 karátům navíc to mohl stihnout.	{0} karátu	Díky 0,1 karátu navíc to mohl stihnout.	{0} karátům	Díky 5 karátům navíc to mohl stihnout.
portion	karat • ( = 4.1˙6%)	inanimate	Jeden karát stál 135 Kč.	instrumental	{0} karátem	Spokojíme se s 1 karátem.	{0} karáty	Spokojíme se s 3 karáty.	{0} karátu	Spokojíme se s 0,1 karátu.	{0} karáty	Spokojíme se s 5 karáty.
power	milliwatts	inanimate	Jeden miliwatt stál 135 Kč.	nominative	{0} miliwatt	Chybí ještě 1 miliwatt.	{0} miliwatty	Chybí ještě 3 miliwatty.	{0} miliwattu	Chybí ještě 0,1 miliwattu.	{0} miliwattů	Chybí ještě 5 miliwattů.
power	milliwatts	inanimate	Jeden miliwatt stál 135 Kč.	accusative	{0} miliwatt	Naměřili jsme 1 miliwatt.	{0} miliwatty	Naměřili jsme 3 miliwatty.	{0} miliwattu	Naměřili jsme 0,1 miliwattu.	{0} miliwattů	Naměřili jsme 5 miliwattů.
power	milliwatts	inanimate	Jeden miliwatt stál 135 Kč.	genitive	{0} miliwattu	Bez 1 miliwattu se obejdeme.	{0} miliwattů	Bez 3 miliwattů se obejdeme.	{0} miliwattu	Bez 0,1 miliwattu se obejdeme.	{0} miliwattů	Bez 5 miliwattů se obejdeme.
power	milliwatts	inanimate	Jeden miliwatt stál 135 Kč.	locative	{0} miliwattu	Po 1 miliwattu se zastavil.	{0} miliwattech	Po 3 miliwattech se zastavil.	{0} miliwattu	Po 0,1 miliwattu se zastavil.	{0} miliwattech	Po 5 miliwattech se zastavil.
power	milliwatts	inanimate	Jeden miliwatt stál 135 Kč.	dative	{0} miliwattu	Díky 1 miliwattu navíc to mohl stihnout.	{0} miliwattům	Díky 3 miliwattům navíc to mohl stihnout.	{0} miliwattu	Díky 0,1 miliwattu navíc to mohl stihnout.	{0} miliwattům	Díky 5 miliwattům navíc to mohl stihnout.
power	milliwatts	inanimate	Jeden miliwatt stál 135 Kč.	instrumental	{0} miliwattem	Spokojíme se s 1 miliwattem.	{0} miliwatty	Spokojíme se s 3 miliwatty.	{0} miliwattu	Spokojíme se s 0,1 miliwattu.	{0} miliwatty	Spokojíme se s 5 miliwatty.
power	watts	inanimate	Jeden watt stál 135 Kč.	nominative	{0} watt	Chybí ještě 1 watt.	{0} watty	Chybí ještě 3 watty.	{0} wattu	Chybí ještě 0,1 wattu.	{0} wattů	Chybí ještě 5 wattů.
power	watts	inanimate	Jeden watt stál 135 Kč.	accusative	{0} watt	Naměřili jsme 1 watt.	{0} watty	Naměřili jsme 3 watty.	{0} wattu	Naměřili jsme 0,1 wattu.	{0} wattů	Naměřili jsme 5 wattů.
power	watts	inanimate	Jeden watt stál 135 Kč.	genitive	{0} wattu	Bez 1 wattu se obejdeme.	{0} wattů	Bez 3 wattů se obejdeme.	{0} wattu	Bez 0,1 wattu se obejdeme.	{0} wattů	Bez 5 wattů se obejdeme.
power	watts	inanimate	Jeden watt stál 135 Kč.	locative	{0} wattu	Po 1 wattu se zastavil.	{0} wattech	Po 3 wattech se zastavil.	{0} wattu	Po 0,1 wattu se zastavil.	{0} wattech	Po 5 wattech se zastavil.
power	watts	inanimate	Jeden watt stál 135 Kč.	dative	{0} wattu	Díky 1 wattu navíc to mohl stihnout.	{0} wattům	Díky 3 wattům navíc to mohl stihnout.	{0} wattu	Díky 0,1 wattu navíc to mohl stihnout.	{0} wattům	Díky 5 wattům navíc to mohl stihnout.
power	watts	inanimate	Jeden watt stál 135 Kč.	instrumental	{0} wattem	Spokojíme se s 1 wattem.	{0} watty	Spokojíme se s 3 watty.	{0} wattu	Spokojíme se s 0,1 wattu.	{0} watty	Spokojíme se s 5 watty.
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	nominative	{0} koňská síla	Chybí ještě 1 koňská síla.	{0} koňské síly	Chybí ještě 3 koňské síly.	{0} koňské síly	Chybí ještě 0,1 koňské síly.	{0} koňských sil	Chybí ještě 5 koňských sil.
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	accusative	{0} koňská síla	Naměřili jsme 1 koňská síla.	{0} koňské síly	Naměřili jsme 3 koňské síly.	{0} koňské síly	Naměřili jsme 0,1 koňské síly.	{0} koňských sil	Naměřili jsme 5 koňských sil.
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	genitive	{0} koňská síla	Bez 1 koňská síla se obejdeme.	{0} koňské síly	Bez 3 koňské síly se obejdeme.	{0} koňské síly	Bez 0,1 koňské síly se obejdeme.	{0} koňských sil	Bez 5 koňských sil se obejdeme.
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	locative	{0} koňská síla	Po 1 koňská síla se zastavil.	{0} koňské síly	Po 3 koňské síly se zastavil.	{0} koňské síly	Po 0,1 koňské síly se zastavil.	{0} koňských sil	Po 5 koňských sil se zastavil.
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	dative	{0} koňská síla	Díky 1 koňská síla navíc to mohl stihnout.	{0} koňské síly	Díky 3 koňské síly navíc to mohl stihnout.	{0} koňské síly	Díky 0,1 koňské síly navíc to mohl stihnout.	{0} koňských sil	Díky 5 koňských sil navíc to mohl stihnout.
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	instrumental	{0} koňská síla	Spokojíme se s 1 koňská síla.	{0} koňské síly	Spokojíme se s 3 koňské síly.	{0} koňské síly	Spokojíme se s 0,1 koňské síly.	{0} koňských sil	Spokojíme se s 5 koňských sil.
power	kilowatts	inanimate	Jeden kilowatt stál 135 Kč.	nominative	{0} kilowatt	Chybí ještě 1 kilowatt.	{0} kilowatty	Chybí ještě 3 kilowatty.	{0} kilowattu	Chybí ještě 0,1 kilowattu.	{0} kilowattů	Chybí ještě 5 kilowattů.
power	kilowatts	inanimate	Jeden kilowatt stál 135 Kč.	accusative	{0} kilowatt	Naměřili jsme 1 kilowatt.	{0} kilowatty	Naměřili jsme 3 kilowatty.	{0} kilowattu	Naměřili jsme 0,1 kilowattu.	{0} kilowattů	Naměřili jsme 5 kilowattů.
